"report-file-0"
"Iteration" "cs-htc etc.."
("Iteration" "cs-htc" "cs-temp" "max-temp" "p-in")
1 0.1871524507955471 331.6641375589456 332.2347717285156 9706725.40453673
2 0.09450222402181972 364.8305465472574 365.3569641113281 9710564.394759422
3 0.19312156449148 401.3136018868278 401.8494262695313 9714851.102275698
4 1.261827746798761 441.4449687137414 441.9912109375 9718697.56820667
5 -5.924429352495522 485.5894714242195 486.1472778320313 9720228.79000839
6 -2.793896701853944 508.984944678974 534.7190551757813 9722338.749118196
7 67961.19402320321 513.4256130943609 588.148193359375 9723821.765399363
8 66915.91752551624 517.4260054889073 646.9202880859375 9725768.171175065
9 70392.28152515319 519.6195099923425 710.3189086914063 9726524.798221627
10 76011.84233275594 519.6435143264915 729.3150024414063 9727104.102767317
11 84778.27959485665 517.7834009894423 737.8074340820313 9727818.325420849
12 94548.7441273859 515.654393311772 741.5318603515625 9728514.731963193
13 107174.8531782882 513.395350238766 742.7452392578125 9728935.412849428
14 148627.7296674998 510.8508122848879 742.2816162109375 9729384.210828811
15 49006.54206616509 508.2551060436473 740.918701171875 9729752.250522425
16 93099.43198562023 505.4285875936477 738.82861328125 9730104.690789245
17 133706.5799013791 502.9572404581314 736.544677734375 9730562.20707351
18 134580.9389655291 501.4787924398901 734.99609375 9730986.383330254
19 156324.0618195662 500.3339007551864 733.7638549804688 9731267.92552305
20 201894.541783616 499.3155095937078 732.6361694335938 9731488.88824179
21 126478.3874558132 498.1280445917562 731.3133544921875 9731916.63140559
22 267998.4341259421 497.2371733363721 730.2708740234375 9732099.818670338
23 44122.9880629199 496.2274361924316 728.9706420898438 9732283.244592778
24 228420.6931705729 495.2901766176432 727.871337890625 9732468.616111647
25 256265.9491814328 494.2044481563539 726.6654052734375 9732984.720868217
26 253695.5751254401 493.2225311582851 725.5016479492188 9733092.929038338
27 70637.94511249554 492.3230804156449 724.4835815429688 9733194.867931668
28 49106.91645899043 491.4029912867432 723.3790283203125 9733310.605333671
29 208274.0152938567 490.7707774142942 722.5227661132813 9733399.602752799
30 133684.5667224773 490.2563640648457 721.8102416992188 9733485.193511244
31 188702.1042520066 489.8288604291239 721.2495727539063 9733621.058837356
32 102121.6604009119 489.5339855048954 720.820556640625 9733700.503193999
33 -245762.3880776024 489.342442634913 720.5343017578125 9733767.341867564
34 122078.1152224141 489.0886443785975 720.2155151367188 9733853.439319214
35 1230902.813933028 488.9703920365554 720.0256958007813 9733908.702389972
36 56887.26168064125 488.9041940393678 719.8831787109375 9733978.988524593
37 163777.2516656241 488.8847143861299 719.7890014648438 9734043.616269972
38 411243.4023838377 488.891477853253 719.7575073242188 9734108.195023045
39 563115.3996240406 488.8238221411511 719.6950073242188 9734154.83713649
40 -716822.9775364647 488.7591345097316 719.6239624023438 9734186.492656991
41 461003.7668338814 488.7857623259959 719.6085815429688 9734291.662965013
42 756700.1453590804 488.9142146522937 719.692138671875 9734346.111065913
43 351225.6371674829 489.0193502421445 719.79736328125 9734393.614146311
44 203757.2399071734 489.0440192430315 719.8445434570313 9734441.341629704
45 250580.1653054787 488.9456925495384 719.789794921875 9734465.690789759
46 187791.0679280162 488.8963544382117 719.7376708984375 9734486.067058949
47 166911.9640763587 488.8891313510373 719.703857421875 9734506.609491741
48 147483.2515130124 488.9567605393041 719.74169921875 9734530.60425036
49 145290.2061350836 489.0314852588305 719.81982421875 9734565.703802278
50 105523.3883509753 489.0755441958718 719.8706665039063 9734588.800666902
51 -117076.2180324253 489.127446118446 719.9244995117188 9734610.564018123
52 61057.65972122209 489.2058175363903 720.005615234375 9734629.941973187
53 405819.9994166372 489.1903211418994 720.0169067382813 9734645.60716627
54 200293.045798397 489.2706081969603 720.0858764648438 9734658.066371208
55 142924.6180907286 489.4549037581118 720.2587890625 9734680.172476631
56 60262.56918089586 489.5033798770794 720.3251342773438 9734699.552971378
57 265900.619855448 489.5428097909797 720.38232421875 9734722.044896357
58 279107.3561971033 489.6446367839418 720.4843139648438 9734734.649503166
