
[Name]
inner_tube inner_tube_inner_surface

[Data]
X [ m ], Y [ m ], Z [ m ], Surface Heat Transfer Coefficient [ W m^-2 K^-1 ], Yplus
3.76732238e-02, 5.54035753e-02, 9.00362954e-02, 0.00000000e+00, 6.22826576e-01
3.77093852e-02, 5.53495102e-02, 9.10072103e-02, 0.00000000e+00, 6.26525581e-01
3.77455465e-02, 5.52954450e-02, 9.19781253e-02, 0.00000000e+00, 6.30213380e-01
3.77817079e-02, 5.52413836e-02, 9.29490402e-02, 0.00000000e+00, 6.33985221e-01
3.78178693e-02, 5.51873185e-02, 9.39199552e-02, 0.00000000e+00, 6.37844503e-01
3.78540680e-02, 5.51332273e-02, 9.48908627e-02, 0.00000000e+00, 6.41742408e-01
3.78902704e-02, 5.50791286e-02, 9.58617702e-02, 0.00000000e+00, 6.45720661e-01
3.79265063e-02, 5.50250858e-02, 9.68326852e-02, 0.00000000e+00, 6.49812996e-01
3.79627012e-02, 5.49709760e-02, 9.78035927e-02, 0.00000000e+00, 6.54068708e-01
3.79990786e-02, 5.49171604e-02, 9.87745076e-02, 0.00000000e+00, 6.58534348e-01
3.80352400e-02, 5.48629984e-02, 9.97454152e-02, 0.00000000e+00, 6.63111806e-01
3.80714014e-02, 5.48088364e-02, 1.00716323e-01, 0.00000000e+00, 6.67795062e-01
3.81075628e-02, 5.47546707e-02, 1.01687230e-01, 0.00000000e+00, 6.72661841e-01
3.81437242e-02, 5.47005087e-02, 1.02658138e-01, 0.00000000e+00, 6.77704632e-01
3.81798856e-02, 5.46463430e-02, 1.03629045e-01, 0.00000000e+00, 6.82978094e-01
3.82160507e-02, 5.45921810e-02, 1.04599953e-01, 0.00000000e+00, 6.88511610e-01
3.82522121e-02, 5.45380190e-02, 1.05570860e-01, 0.00000000e+00, 6.94217741e-01
3.82883698e-02, 5.44838570e-02, 1.06541768e-01, 0.00000000e+00, 7.00161934e-01
3.83244641e-02, 5.44297323e-02, 1.07512683e-01, 0.00000000e+00, 7.06473112e-01
3.83605622e-02, 5.43756075e-02, 1.08483598e-01, 0.00000000e+00, 7.13091195e-01
3.83966565e-02, 5.43214865e-02, 1.09454513e-01, 0.00000000e+00, 7.20030665e-01
3.84327509e-02, 5.42673618e-02, 1.10425420e-01, 0.00000000e+00, 7.27353752e-01
3.84688601e-02, 5.42132556e-02, 1.11396335e-01, 0.00000000e+00, 7.35034287e-01
3.85049991e-02, 5.41592054e-02, 1.12367250e-01, 0.00000000e+00, 7.43077159e-01
3.85411009e-02, 5.41050918e-02, 1.13338165e-01, 0.00000000e+00, 7.51431584e-01
3.85772027e-02, 5.40509820e-02, 1.14309080e-01, 0.00000000e+00, 7.60044813e-01
3.86133045e-02, 5.39968684e-02, 1.15279995e-01, 0.00000000e+00, 7.68955469e-01
3.86494100e-02, 5.39427586e-02, 1.16250910e-01, 0.00000000e+00, 7.78254509e-01
3.86855118e-02, 5.38886450e-02, 1.17221817e-01, 0.00000000e+00, 7.88188100e-01
3.87216136e-02, 5.38345352e-02, 1.18192732e-01, 0.00000000e+00, 7.99209893e-01
3.87577154e-02, 5.37804216e-02, 1.19163647e-01, 0.00000000e+00, 8.11810255e-01
3.87938209e-02, 5.37263118e-02, 1.20134562e-01, 0.00000000e+00, 8.25576067e-01
3.88299227e-02, 5.36721982e-02, 1.21105477e-01, 0.00000000e+00, 8.43626380e-01
3.88660245e-02, 5.36180884e-02, 1.22076385e-01, 0.00000000e+00, 8.79204452e-01
3.89020666e-02, 5.35639748e-02, 1.23047307e-01, 0.00000000e+00, 1.00056148e+00
3.89366858e-02, 5.35105802e-02, 1.24018319e-01, 0.00000000e+00, 1.09715664e+00
3.52187455e-02, 5.91607839e-02, 2.40183156e-02, 0.00000000e+00, 2.74775457e+00
3.52594629e-02, 5.91081344e-02, 2.49889698e-02, 0.00000000e+00, 1.26288056e-01
3.52997668e-02, 5.90558127e-02, 2.59596612e-02, 0.00000000e+00, 1.11637093e-01
3.53398435e-02, 5.90038002e-02, 2.69303787e-02, 0.00000000e+00, 1.19580358e-01
3.53798307e-02, 5.89517094e-02, 2.79010981e-02, 0.00000000e+00, 1.24146089e-01
3.54196243e-02, 5.88998236e-02, 2.88718380e-02, 0.00000000e+00, 1.19260833e-01
3.54593359e-02, 5.88479079e-02, 2.98425853e-02, 0.00000000e+00, 1.07545681e-01
3.54988575e-02, 5.87958843e-02, 3.08133420e-02, 0.00000000e+00, 8.93715620e-02
3.55385393e-02, 5.87440543e-02, 3.17841023e-02, 0.00000000e+00, 1.05833635e-01
3.55781615e-02, 5.86921498e-02, 3.27548608e-02, 0.00000000e+00, 1.38024241e-01
3.56174447e-02, 5.86402267e-02, 3.37256305e-02, 0.00000000e+00, 1.70005023e-01
3.56565230e-02, 5.85884675e-02, 3.46964188e-02, 0.00000000e+00, 2.00489700e-01
3.56958956e-02, 5.85372820e-02, 3.56672369e-02, 0.00000000e+00, 2.27059528e-01
3.57349105e-02, 5.84856272e-02, 3.66380364e-02, 0.00000000e+00, 2.51605392e-01
3.57740708e-02, 5.84341660e-02, 3.76088507e-02, 0.00000000e+00, 2.73767829e-01
3.58131416e-02, 5.83825856e-02, 3.85796614e-02, 0.00000000e+00, 2.94245750e-01
3.58520336e-02, 5.83307855e-02, 3.95504721e-02, 0.00000000e+00, 3.13057899e-01
3.58908661e-02, 5.82789965e-02, 4.05212827e-02, 0.00000000e+00, 3.30528408e-01
3.59297022e-02, 5.82272112e-02, 4.14920934e-02, 0.00000000e+00, 3.46653819e-01
3.59685272e-02, 5.81754409e-02, 4.24629040e-02, 0.00000000e+00, 3.61466885e-01
3.60070616e-02, 5.81240654e-02, 4.34337482e-02, 0.00000000e+00, 3.75140846e-01
3.60457115e-02, 5.80730028e-02, 4.44045998e-02, 0.00000000e+00, 3.87930125e-01
3.60842496e-02, 5.80217876e-02, 4.53754514e-02, 0.00000000e+00, 3.99857104e-01
3.61225680e-02, 5.79702482e-02, 4.63462956e-02, 0.00000000e+00, 4.10953760e-01
3.61608863e-02, 5.79187050e-02, 4.73171398e-02, 0.00000000e+00, 4.21323001e-01
3.61992009e-02, 5.78671619e-02, 4.82879840e-02, 0.00000000e+00, 4.31031436e-01
3.62375155e-02, 5.78156188e-02, 4.92588244e-02, 0.00000000e+00, 4.40098375e-01
3.62761989e-02, 5.77646047e-02, 5.02296984e-02, 0.00000000e+00, 4.48636591e-01
3.63146029e-02, 5.77131920e-02, 5.12005463e-02, 0.00000000e+00, 4.56793725e-01
3.63529660e-02, 5.76617159e-02, 5.21713942e-02, 0.00000000e+00, 4.64663029e-01
3.63919623e-02, 5.76111563e-02, 5.31422570e-02, 0.00000000e+00, 4.72275376e-01
3.64302658e-02, 5.75595945e-02, 5.41131012e-02, 0.00000000e+00, 4.79373217e-01
3.64685580e-02, 5.75080030e-02, 5.50839454e-02, 0.00000000e+00, 4.85876620e-01
3.65065187e-02, 5.74565455e-02, 5.60548156e-02, 0.00000000e+00, 4.92117524e-01
3.65443379e-02, 5.74051812e-02, 5.70256971e-02, 0.00000000e+00, 4.98029947e-01
3.65821570e-02, 5.73538095e-02, 5.79965785e-02, 0.00000000e+00, 5.03486335e-01
3.66199762e-02, 5.73024414e-02, 5.89674599e-02, 0.00000000e+00, 5.08750558e-01
3.66577916e-02, 5.72510734e-02, 5.99383414e-02, 0.00000000e+00, 5.13828278e-01
3.66956107e-02, 5.71997017e-02, 6.09092228e-02, 0.00000000e+00, 5.18645406e-01
3.67334299e-02, 5.71483299e-02, 6.18801042e-02, 0.00000000e+00, 5.23252547e-01
3.67712453e-02, 5.70969582e-02, 6.28509820e-02, 0.00000000e+00, 5.27770281e-01
3.68095823e-02, 5.70464320e-02, 6.38218895e-02, 0.00000000e+00, 5.32258689e-01
3.68472561e-02, 5.69948256e-02, 6.47927821e-02, 0.00000000e+00, 5.36582768e-01
3.68849337e-02, 5.69432229e-02, 6.57636672e-02, 0.00000000e+00, 5.40705800e-01
3.69226076e-02, 5.68916202e-02, 6.67345524e-02, 0.00000000e+00, 5.44701636e-01
3.69602814e-02, 5.68400174e-02, 6.77054375e-02, 0.00000000e+00, 5.48608482e-01
3.69979590e-02, 5.67884147e-02, 6.86763227e-02, 0.00000000e+00, 5.52413821e-01
3.70356329e-02, 5.67368120e-02, 6.96472153e-02, 0.00000000e+00, 5.56113422e-01
3.70733105e-02, 5.66852093e-02, 7.06181005e-02, 0.00000000e+00, 5.59758186e-01
3.71109843e-02, 5.66336066e-02, 7.15889856e-02, 0.00000000e+00, 5.63339293e-01
3.71486619e-02, 5.65820038e-02, 7.25598708e-02, 0.00000000e+00, 5.66802442e-01
3.71863395e-02, 5.65304048e-02, 7.35307634e-02, 0.00000000e+00, 5.70231795e-01
3.72240134e-02, 5.64788021e-02, 7.45016485e-02, 0.00000000e+00, 5.73533773e-01
3.72616909e-02, 5.64271994e-02, 7.54725337e-02, 0.00000000e+00, 5.76746404e-01
3.72993536e-02, 5.63763864e-02, 7.64434785e-02, 0.00000000e+00, 5.80092549e-01
3.73367034e-02, 5.63250221e-02, 7.74143860e-02, 0.00000000e+00, 5.83607912e-01
3.73745263e-02, 5.62745146e-02, 7.83853158e-02, 0.00000000e+00, 5.87289155e-01
3.74118276e-02, 5.62230647e-02, 7.93562308e-02, 0.00000000e+00, 5.90969026e-01
3.74491327e-02, 5.61716147e-02, 8.03271383e-02, 0.00000000e+00, 5.94519079e-01
3.74864340e-02, 5.61201647e-02, 8.12980458e-02, 0.00000000e+00, 5.98003983e-01
3.75237390e-02, 5.60687110e-02, 8.22689608e-02, 0.00000000e+00, 6.01570606e-01
3.75610404e-02, 5.60172610e-02, 8.32398683e-02, 0.00000000e+00, 6.05200112e-01
3.75983454e-02, 5.59658110e-02, 8.42107758e-02, 0.00000000e+00, 6.08822763e-01
3.76356468e-02, 5.59143573e-02, 8.51816908e-02, 0.00000000e+00, 6.12472534e-01
3.76729518e-02, 5.58629073e-02, 8.61525983e-02, 0.00000000e+00, 6.16141438e-01
3.77102531e-02, 5.58114573e-02, 8.71235058e-02, 0.00000000e+00, 6.19825602e-01
3.77475582e-02, 5.57600074e-02, 8.80944207e-02, 0.00000000e+00, 6.23503506e-01
3.77848595e-02, 5.57085536e-02, 8.90653282e-02, 0.00000000e+00, 6.27179086e-01
3.78221646e-02, 5.56571037e-02, 9.00362357e-02, 0.00000000e+00, 6.30897641e-01
3.78594659e-02, 5.56056537e-02, 9.10071507e-02, 0.00000000e+00, 6.34670615e-01
3.78967710e-02, 5.55542000e-02, 9.19780582e-02, 0.00000000e+00, 6.38474047e-01
3.79340723e-02, 5.55027500e-02, 9.29489732e-02, 0.00000000e+00, 6.42337441e-01
3.79713736e-02, 5.54513000e-02, 9.39198807e-02, 0.00000000e+00, 6.46288574e-01
3.80087197e-02, 5.53998202e-02, 9.48907882e-02, 0.00000000e+00, 6.50286257e-01
3.80460694e-02, 5.53483404e-02, 9.58616883e-02, 0.00000000e+00, 6.54365122e-01
3.80834602e-02, 5.52969277e-02, 9.68326032e-02, 0.00000000e+00, 6.58579469e-01
3.81208025e-02, 5.52454330e-02, 9.78035033e-02, 0.00000000e+00, 6.62952602e-01
3.81583609e-02, 5.51943332e-02, 9.87744182e-02, 0.00000000e+00, 6.67543471e-01
3.81956697e-02, 5.51427715e-02, 9.97453257e-02, 0.00000000e+00, 6.72229230e-01
3.82329784e-02, 5.50912134e-02, 1.00716226e-01, 0.00000000e+00, 6.76987886e-01
3.82702835e-02, 5.50396517e-02, 1.01687133e-01, 0.00000000e+00, 6.81945443e-01
3.83075923e-02, 5.49880937e-02, 1.02658033e-01, 0.00000000e+00, 6.87051356e-01
3.83449011e-02, 5.49365319e-02, 1.03628941e-01, 0.00000000e+00, 6.92370236e-01
3.83820869e-02, 5.48850372e-02, 1.04599856e-01, 0.00000000e+00, 6.97993517e-01
3.84192616e-02, 5.48335500e-02, 1.05570763e-01, 0.00000000e+00, 7.03821659e-01
3.84564362e-02, 5.47820590e-02, 1.06541678e-01, 0.00000000e+00, 7.09888160e-01
3.84936072e-02, 5.47305718e-02, 1.07512593e-01, 0.00000000e+00, 7.16290176e-01
3.85307819e-02, 5.46790808e-02, 1.08483508e-01, 0.00000000e+00, 7.22993970e-01
3.85679565e-02, 5.46275936e-02, 1.09454416e-01, 0.00000000e+00, 7.30052650e-01
3.86050455e-02, 5.45761473e-02, 1.10425338e-01, 0.00000000e+00, 7.37505555e-01
3.86421420e-02, 5.45247272e-02, 1.11396261e-01, 0.00000000e+00, 7.45320320e-01
3.86792608e-02, 5.44733517e-02, 1.12367183e-01, 0.00000000e+00, 7.53509045e-01
3.87163535e-02, 5.44219203e-02, 1.13338098e-01, 0.00000000e+00, 7.62042761e-01
3.87534462e-02, 5.43704890e-02, 1.14309020e-01, 0.00000000e+00, 7.70876825e-01
3.87905389e-02, 5.43190576e-02, 1.15279943e-01, 0.00000000e+00, 7.79998183e-01
3.88276316e-02, 5.42676263e-02, 1.16250858e-01, 0.00000000e+00, 7.89524615e-01
3.88647206e-02, 5.42161986e-02, 1.17221780e-01, 0.00000000e+00, 7.99737573e-01
3.89018133e-02, 5.41647673e-02, 1.18192695e-01, 0.00000000e+00, 8.11075628e-01
3.89389060e-02, 5.41133359e-02, 1.19163617e-01, 0.00000000e+00, 8.24082434e-01
3.89759988e-02, 5.40619045e-02, 1.20134540e-01, 0.00000000e+00, 8.38391960e-01
3.90130915e-02, 5.40104732e-02, 1.21105455e-01, 0.00000000e+00, 8.57248724e-01
3.90501842e-02, 5.39590456e-02, 1.22076377e-01, 0.00000000e+00, 8.93656611e-01
3.90872583e-02, 5.39075807e-02, 1.23047300e-01, 0.00000000e+00, 1.01845193e+00
3.91227193e-02, 5.38567975e-02, 1.24018319e-01, 0.00000000e+00, 1.11825275e+00
3.52838747e-02, 5.92350364e-02, 2.40183156e-02, 0.00000000e+00, 2.79178667e+00
3.53260860e-02, 5.91849387e-02, 2.49889400e-02, 0.00000000e+00, 1.26102820e-01
3.53676230e-02, 5.91353327e-02, 2.59596184e-02, 0.00000000e+00, 1.10721610e-01
3.54089700e-02, 5.90860248e-02, 2.69303247e-02, 0.00000000e+00, 1.18514262e-01
3.54500078e-02, 5.90367839e-02, 2.79010441e-02, 0.00000000e+00, 1.23366438e-01
3.54909524e-02, 5.89876808e-02, 2.88717803e-02, 0.00000000e+00, 1.18326716e-01
3.55318002e-02, 5.89385554e-02, 2.98425239e-02, 0.00000000e+00, 1.07959293e-01
3.55725065e-02, 5.88892475e-02, 3.08132712e-02, 0.00000000e+00, 9.21432525e-02
3.56134027e-02, 5.88401891e-02, 3.17840241e-02, 0.00000000e+00, 1.09195352e-01
3.56542356e-02, 5.87910451e-02, 3.27547714e-02, 0.00000000e+00, 1.40587360e-01
3.56944948e-02, 5.87419793e-02, 3.37255485e-02, 0.00000000e+00, 1.71913326e-01
3.57345901e-02, 5.86930290e-02, 3.46963368e-02, 0.00000000e+00, 2.02023104e-01
3.57750282e-02, 5.86445704e-02, 3.56671475e-02, 0.00000000e+00, 2.28364691e-01
3.58151458e-02, 5.85956536e-02, 3.66379432e-02, 0.00000000e+00, 2.52758503e-01
3.58554497e-02, 5.85470013e-02, 3.76087539e-02, 0.00000000e+00, 2.74850160e-01
3.58956382e-02, 5.84982224e-02, 3.85795608e-02, 0.00000000e+00, 2.95317948e-01
3.59356217e-02, 5.84491529e-02, 3.95503640e-02, 0.00000000e+00, 3.14133823e-01
3.59755903e-02, 5.84000722e-02, 4.05211635e-02, 0.00000000e+00, 3.31619650e-01
3.60155441e-02, 5.83510064e-02, 4.14919667e-02, 0.00000000e+00, 3.47645372e-01
3.60550173e-02, 5.83022535e-02, 4.24628071e-02, 0.00000000e+00, 3.62330407e-01
3.60945910e-02, 5.82536608e-02, 4.34336476e-02, 0.00000000e+00, 3.75998765e-01
3.61343436e-02, 5.82054257e-02, 4.44044992e-02, 0.00000000e+00, 3.88802528e-01
3.61739695e-02, 5.81570156e-02, 4.53753471e-02, 0.00000000e+00, 4.00743753e-01
3.62133421e-02, 5.81081957e-02, 4.63461876e-02, 0.00000000e+00, 4.11883533e-01
3.62527184e-02, 5.80593720e-02, 4.73170243e-02, 0.00000000e+00, 4.22333568e-01
3.62920910e-02, 5.80105521e-02, 4.82878610e-02, 0.00000000e+00, 4.32131022e-01
3.63314636e-02, 5.79617321e-02, 4.92587015e-02, 0.00000000e+00, 4.41291183e-01
3.63711268e-02, 5.79133742e-02, 5.02295643e-02, 0.00000000e+00, 4.49866295e-01
3.64105739e-02, 5.78646772e-02, 5.12004085e-02, 0.00000000e+00, 4.58040535e-01
3.64499912e-02, 5.78159243e-02, 5.21712489e-02, 0.00000000e+00, 4.65857357e-01
3.64901312e-02, 5.77683561e-02, 5.31421155e-02, 0.00000000e+00, 4.73255485e-01
3.65290120e-02, 5.77197894e-02, 5.41129895e-02, 0.00000000e+00, 4.80278581e-01
3.65678780e-02, 5.76712005e-02, 5.50838634e-02, 0.00000000e+00, 4.86796916e-01
3.66067104e-02, 5.76225445e-02, 5.60547374e-02, 0.00000000e+00, 4.92944658e-01
3.66455391e-02, 5.75738885e-02, 5.70256151e-02, 0.00000000e+00, 4.98875707e-01
3.66843715e-02, 5.75252324e-02, 5.79964928e-02, 0.00000000e+00, 5.04476428e-01
3.67232040e-02, 5.74765764e-02, 5.89673668e-02, 0.00000000e+00, 5.09774566e-01
3.67620327e-02, 5.74279204e-02, 5.99382445e-02, 0.00000000e+00, 5.14819741e-01
3.68008614e-02, 5.73792607e-02, 6.09091222e-02, 0.00000000e+00, 5.19657195e-01
3.68396938e-02, 5.73306046e-02, 6.18799999e-02, 0.00000000e+00, 5.24309039e-01
3.68785225e-02, 5.72819449e-02, 6.28508776e-02, 0.00000000e+00, 5.28904319e-01
3.69179547e-02, 5.72343878e-02, 6.38217852e-02, 0.00000000e+00, 5.33482254e-01
3.69566493e-02, 5.71854785e-02, 6.47926703e-02, 0.00000000e+00, 5.37881494e-01
3.69953439e-02, 5.71365692e-02, 6.57635480e-02, 0.00000000e+00, 5.42055488e-01
3.70340347e-02, 5.70876636e-02, 6.67344332e-02, 0.00000000e+00, 5.46101213e-01
3.70727293e-02, 5.70387580e-02, 6.77053109e-02, 0.00000000e+00, 5.50028741e-01
3.71114239e-02, 5.69898523e-02, 6.86761960e-02, 0.00000000e+00, 5.53787351e-01
3.71501185e-02, 5.69409467e-02, 6.96470737e-02, 0.00000000e+00, 5.57361722e-01
3.71887609e-02, 5.68920709e-02, 7.06179589e-02, 0.00000000e+00, 5.60870826e-01
3.72270644e-02, 5.68433702e-02, 7.15888664e-02, 0.00000000e+00, 5.64445972e-01
3.72653641e-02, 5.67946658e-02, 7.25597739e-02, 0.00000000e+00, 5.67956209e-01
3.73036675e-02, 5.67459613e-02, 7.35306814e-02, 0.00000000e+00, 5.71398675e-01
3.73419710e-02, 5.66972531e-02, 7.45015889e-02, 0.00000000e+00, 5.74748576e-01
3.73802707e-02, 5.66485487e-02, 7.54724964e-02, 0.00000000e+00, 5.77948928e-01
3.74188200e-02, 5.66003509e-02, 7.64434338e-02, 0.00000000e+00, 5.81213057e-01
3.74571383e-02, 5.65516837e-02, 7.74143413e-02, 0.00000000e+00, 5.84730864e-01
3.74959894e-02, 5.65041080e-02, 7.83852711e-02, 0.00000000e+00, 5.88471949e-01
3.75342630e-02, 5.64553440e-02, 7.93561786e-02, 0.00000000e+00, 5.92187881e-01
3.75725403e-02, 5.64065836e-02, 8.03270862e-02, 0.00000000e+00, 5.95825374e-01
3.76108140e-02, 5.63578233e-02, 8.12979937e-02, 0.00000000e+00, 5.99446774e-01
3.76490876e-02, 5.63090630e-02, 8.22688937e-02, 0.00000000e+00, 6.03044629e-01
3.76873650e-02, 5.62603027e-02, 8.32398012e-02, 0.00000000e+00, 6.06658518e-01
3.77256386e-02, 5.62115423e-02, 8.42107087e-02, 0.00000000e+00, 6.10286951e-01
3.77639160e-02, 5.61627820e-02, 8.51816162e-02, 0.00000000e+00, 6.13933682e-01
3.78021896e-02, 5.61140217e-02, 8.61525238e-02, 0.00000000e+00, 6.17597461e-01
3.78404669e-02, 5.60652614e-02, 8.71234238e-02, 0.00000000e+00, 6.21289432e-01
3.78787406e-02, 5.60165010e-02, 8.80943313e-02, 0.00000000e+00, 6.24955833e-01
3.79170179e-02, 5.59677444e-02, 8.90652388e-02, 0.00000000e+00, 6.28634095e-01
3.79552916e-02, 5.59189841e-02, 9.00361463e-02, 0.00000000e+00, 6.32387340e-01
3.79935689e-02, 5.58702275e-02, 9.10070539e-02, 0.00000000e+00, 6.36135876e-01
3.80318463e-02, 5.58214672e-02, 9.19779539e-02, 0.00000000e+00, 6.39888883e-01
3.80701236e-02, 5.57727106e-02, 9.29488614e-02, 0.00000000e+00, 6.43707216e-01
3.81083973e-02, 5.57239540e-02, 9.39197689e-02, 0.00000000e+00, 6.47617936e-01
3.81467156e-02, 5.56751713e-02, 9.48906690e-02, 0.00000000e+00, 6.51563287e-01
3.81850377e-02, 5.56263849e-02, 9.58615765e-02, 0.00000000e+00, 6.55557811e-01
3.82233374e-02, 5.55777252e-02, 9.68324840e-02, 0.00000000e+00, 6.59693778e-01
3.82615514e-02, 5.55289723e-02, 9.78033915e-02, 0.00000000e+00, 6.64007306e-01
3.82998809e-02, 5.54807894e-02, 9.87743214e-02, 0.00000000e+00, 6.68583930e-01
3.83378528e-02, 5.54320589e-02, 9.97452363e-02, 0.00000000e+00, 6.73304856e-01
3.83758247e-02, 5.53833283e-02, 1.00716159e-01, 0.00000000e+00, 6.78077459e-01
3.84137966e-02, 5.53345978e-02, 1.01687081e-01, 0.00000000e+00, 6.83041751e-01
3.84517685e-02, 5.52858636e-02, 1.02657996e-01, 0.00000000e+00, 6.88180864e-01
3.84897403e-02, 5.52371331e-02, 1.03628919e-01, 0.00000000e+00, 6.93490863e-01
3.85277122e-02, 5.51883988e-02, 1.04599833e-01, 0.00000000e+00, 6.99073851e-01
3.85656841e-02, 5.51396683e-02, 1.05570756e-01, 0.00000000e+00, 7.04920292e-01
3.86036560e-02, 5.50909340e-02, 1.06541678e-01, 0.00000000e+00, 7.11024106e-01
3.86416279e-02, 5.50422035e-02, 1.07512593e-01, 0.00000000e+00, 7.17437267e-01
3.86795998e-02, 5.49934693e-02, 1.08483516e-01, 0.00000000e+00, 7.24166095e-01
3.87175716e-02, 5.49447350e-02, 1.09454431e-01, 0.00000000e+00, 7.31244266e-01
3.87555398e-02, 5.48960008e-02, 1.10425353e-01, 0.00000000e+00, 7.38671839e-01
3.87935266e-02, 5.48473001e-02, 1.11396275e-01, 0.00000000e+00, 7.46484339e-01
3.88315246e-02, 5.47986254e-02, 1.12367198e-01, 0.00000000e+00, 7.54694879e-01
3.88695002e-02, 5.47499061e-02, 1.13338113e-01, 0.00000000e+00, 7.63211012e-01
3.89074795e-02, 5.47011867e-02, 1.14309035e-01, 0.00000000e+00, 7.72005677e-01
3.89454551e-02, 5.46524674e-02, 1.15279958e-01, 0.00000000e+00, 7.81111002e-01
3.89834344e-02, 5.46037480e-02, 1.16250880e-01, 0.00000000e+00, 7.90655494e-01
3.90214100e-02, 5.45550287e-02, 1.17221795e-01, 0.00000000e+00, 8.00926089e-01
3.90593894e-02, 5.45063093e-02, 1.18192717e-01, 0.00000000e+00, 8.12347174e-01
3.90973650e-02, 5.44575937e-02, 1.19163640e-01, 0.00000000e+00, 8.25467646e-01
3.91353443e-02, 5.44088744e-02, 1.20134555e-01, 0.00000000e+00, 8.40000510e-01
3.91733199e-02, 5.43601550e-02, 1.21105477e-01, 0.00000000e+00, 8.59241009e-01
3.92113030e-02, 5.43114431e-02, 1.22076400e-01, 0.00000000e+00, 8.96045148e-01
3.92492637e-02, 5.42626865e-02, 1.23047315e-01, 0.00000000e+00, 1.02301979e+00
3.92858461e-02, 5.42143844e-02, 1.24018319e-01, 0.00000000e+00, 1.12492263e+00
3.53452787e-02, 5.93123995e-02, 2.40183156e-02, 0.00000000e+00, 2.82692766e+00
3.53887752e-02, 5.92649654e-02, 2.49889120e-02, 0.00000000e+00, 1.25501901e-01
3.54313552e-02, 5.92181385e-02, 2.59595811e-02, 0.00000000e+00, 1.09375879e-01
3.54737453e-02, 5.91716394e-02, 2.69302763e-02, 0.00000000e+00, 1.16972961e-01
3.55156325e-02, 5.91252930e-02, 2.79009994e-02, 0.00000000e+00, 1.22219011e-01
3.55575308e-02, 5.90790361e-02, 2.88717300e-02, 0.00000000e+00, 1.17114186e-01
3.55993882e-02, 5.90327196e-02, 2.98424643e-02, 0.00000000e+00, 1.08191863e-01
3.56410965e-02, 5.89861870e-02, 3.08132004e-02, 0.00000000e+00, 9.47110653e-02
3.56830247e-02, 5.89399710e-02, 3.17839421e-02, 0.00000000e+00, 1.12185031e-01
3.57247368e-02, 5.88937476e-02, 3.27546969e-02, 0.00000000e+00, 1.42736584e-01
3.57658044e-02, 5.88475689e-02, 3.37254740e-02, 0.00000000e+00, 1.73287779e-01
3.58068682e-02, 5.88013902e-02, 3.46962549e-02, 0.00000000e+00, 2.02840850e-01
3.58482338e-02, 5.87556921e-02, 3.56670544e-02, 0.00000000e+00, 2.28803828e-01
3.58892716e-02, 5.87095730e-02, 3.66378389e-02, 0.00000000e+00, 2.52938777e-01
3.59305218e-02, 5.86638041e-02, 3.76086496e-02, 0.00000000e+00, 2.74846256e-01
3.59716713e-02, 5.86178787e-02, 3.85794528e-02, 0.00000000e+00, 2.95132458e-01
3.60126011e-02, 5.85715845e-02, 3.95502448e-02, 0.00000000e+00, 3.13703477e-01
3.60534377e-02, 5.85253350e-02, 4.05210443e-02, 0.00000000e+00, 3.30923110e-01
3.60938460e-02, 5.84793314e-02, 4.14918736e-02, 0.00000000e+00, 3.46774757e-01
3.61342244e-02, 5.84333427e-02, 4.24627028e-02, 0.00000000e+00, 3.61408740e-01
3.61746475e-02, 5.83875962e-02, 4.34335433e-02, 0.00000000e+00, 3.75015855e-01
3.62152867e-02, 5.83422706e-02, 4.44043949e-02, 0.00000000e+00, 3.87714863e-01
3.62558104e-02, 5.82967438e-02, 4.53752391e-02, 0.00000000e+00, 3.99622232e-01
3.62960584e-02, 5.82507141e-02, 4.63460721e-02, 0.00000000e+00, 4.10753667e-01
3.63363065e-02, 5.82046844e-02, 4.73169051e-02, 0.00000000e+00, 4.21185195e-01
3.63765582e-02, 5.81586584e-02, 4.82877381e-02, 0.00000000e+00, 4.30948913e-01
3.64168063e-02, 5.81126288e-02, 4.92585711e-02, 0.00000000e+00, 4.40066725e-01
3.64572704e-02, 5.80669940e-02, 5.02294265e-02, 0.00000000e+00, 4.48506147e-01
3.64975743e-02, 5.80210797e-02, 5.12002669e-02, 0.00000000e+00, 4.56383437e-01
3.65374051e-02, 5.79753518e-02, 5.21711335e-02, 0.00000000e+00, 4.64019865e-01
3.65778729e-02, 5.79311661e-02, 5.31420447e-02, 0.00000000e+00, 4.71295387e-01
3.66175696e-02, 5.78853898e-02, 5.41129112e-02, 0.00000000e+00, 4.78159755e-01
3.66572663e-02, 5.78395762e-02, 5.50837815e-02, 0.00000000e+00, 4.84697133e-01
3.66969332e-02, 5.77936992e-02, 5.60546517e-02, 0.00000000e+00, 4.90837336e-01
3.67366001e-02, 5.77478223e-02, 5.70255257e-02, 0.00000000e+00, 4.96666342e-01
3.67762670e-02, 5.77019416e-02, 5.79963960e-02, 0.00000000e+00, 5.02219200e-01
3.68159339e-02, 5.76560646e-02, 5.89672662e-02, 0.00000000e+00, 5.07509649e-01
3.68556008e-02, 5.76101877e-02, 5.99381402e-02, 0.00000000e+00, 5.12565374e-01
3.68952677e-02, 5.75643107e-02, 6.09090105e-02, 0.00000000e+00, 5.17420411e-01
3.69349346e-02, 5.75184301e-02, 6.18798845e-02, 0.00000000e+00, 5.22017181e-01
