
[Name]
inner_tube inner_tube_inner_surface

[Data]
X [ m ], Y [ m ], Z [ m ], Surface Heat Transfer Coefficient [ W m^-2 K^-1 ], Yplus
3.06761581e-02, 4.80665676e-02, 1.24018319e-01, 3.03170837e+02, 3.27010721e-01
3.01847737e-02, 4.82615717e-02, 1.24018319e-01, 3.05619263e+02, 3.61896664e-01
2.97054388e-02, 4.84845527e-02, 1.24018319e-01, 3.07402435e+02, 3.93188804e-01
2.92402655e-02, 4.87357453e-02, 1.24018319e-01, 3.10512939e+02, 4.22473967e-01
2.87916679e-02, 4.90154661e-02, 1.24018319e-01, 3.13339905e+02, 4.50003386e-01
2.83599831e-02, 4.93206419e-02, 1.24018319e-01, 3.19076721e+02, 4.78398383e-01
2.79466733e-02, 4.96502779e-02, 1.24018319e-01, 3.24496338e+02, 5.05479515e-01
2.75531374e-02, 5.00032827e-02, 1.24018319e-01, 3.40006439e+02, 5.22251606e-01
2.69838907e-02, 5.06091490e-02, 2.49891896e-02, 3.01378101e+03, 4.27648604e-01
2.69759391e-02, 5.06058671e-02, 2.40183156e-02, 3.07265161e+03, 4.56149399e-01
2.69853547e-02, 5.06075211e-02, 2.59600598e-02, 2.90184546e+03, 3.98346484e-01
2.69868169e-02, 5.06059006e-02, 2.69309338e-02, 2.85407275e+03, 3.87211084e-01
2.69882809e-02, 5.06042801e-02, 2.79018078e-02, 2.83791797e+03, 3.73997122e-01
2.69897431e-02, 5.06026559e-02, 2.88726818e-02, 2.80944531e+03, 3.65213990e-01
2.69912053e-02, 5.06010354e-02, 2.98435558e-02, 2.79147559e+03, 3.56233835e-01
2.69926675e-02, 5.05994111e-02, 3.08144297e-02, 2.77252319e+03, 3.49082202e-01
2.69941296e-02, 5.05977906e-02, 3.17853019e-02, 2.75623145e+03, 3.42134744e-01
2.69955937e-02, 5.05961664e-02, 3.27561758e-02, 2.74053516e+03, 3.36089343e-01
2.69970559e-02, 5.05945459e-02, 3.37270498e-02, 2.72644507e+03, 3.30360651e-01
2.69985180e-02, 5.05929217e-02, 3.46979238e-02, 2.71357861e+03, 3.25070500e-01
2.69999802e-02, 5.05913012e-02, 3.56687978e-02, 2.70200098e+03, 3.20121199e-01
2.70014443e-02, 5.05896769e-02, 3.66396718e-02, 2.69178271e+03, 3.15521985e-01
2.70029064e-02, 5.05880564e-02, 3.76105458e-02, 2.68311572e+03, 3.11238050e-01
2.70043686e-02, 5.05864322e-02, 3.85814197e-02, 2.67600977e+03, 3.07270974e-01
2.70058308e-02, 5.05848117e-02, 3.95522937e-02, 2.67052515e+03, 3.03607196e-01
2.70072948e-02, 5.05831875e-02, 4.05231677e-02, 2.66666455e+03, 3.00246626e-01
2.70087570e-02, 5.05815670e-02, 4.14940417e-02, 2.66442554e+03, 2.97186345e-01
2.70102192e-02, 5.05799428e-02, 4.24649157e-02, 2.66376172e+03, 2.94421881e-01
2.70116813e-02, 5.05783223e-02, 4.34357896e-02, 2.66459888e+03, 2.91943550e-01
2.70131454e-02, 5.05766980e-02, 4.44066636e-02, 2.66678687e+03, 2.89741725e-01
2.70146076e-02, 5.05750775e-02, 4.53775376e-02, 2.67021362e+03, 2.87804574e-01
2.70160697e-02, 5.05734533e-02, 4.63484116e-02, 2.67464331e+03, 2.86107272e-01
2.70175338e-02, 5.05718328e-02, 4.73192856e-02, 2.67983081e+03, 2.84628808e-01
2.70189960e-02, 5.05702086e-02, 4.82901596e-02, 2.68552246e+03, 2.83347279e-01
2.70204581e-02, 5.05685844e-02, 4.92610335e-02, 2.69126855e+03, 2.82230794e-01
2.70219222e-02, 5.05669639e-02, 5.02319075e-02, 2.69669238e+03, 2.81235784e-01
2.70233843e-02, 5.05653396e-02, 5.12027815e-02, 2.70134912e+03, 2.80322194e-01
2.70248465e-02, 5.05637191e-02, 5.21736555e-02, 2.70496802e+03, 2.79463112e-01
2.70263106e-02, 5.05620949e-02, 5.31445295e-02, 2.70707129e+03, 2.78609812e-01
2.70277727e-02, 5.05604744e-02, 5.41154034e-02, 2.70658179e+03, 2.77682424e-01
2.70292349e-02, 5.05588502e-02, 5.50862774e-02, 2.70288379e+03, 2.76620239e-01
2.70306990e-02, 5.05572297e-02, 5.60571514e-02, 2.69565308e+03, 2.75379479e-01
2.70321611e-02, 5.05556054e-02, 5.70280254e-02, 2.68449072e+03, 2.73910165e-01
2.70336233e-02, 5.05539812e-02, 5.79988994e-02, 2.66911304e+03, 2.72171795e-01
2.70350873e-02, 5.05523607e-02, 5.89697734e-02, 2.64959351e+03, 2.70124137e-01
2.70365495e-02, 5.05507365e-02, 5.99406473e-02, 2.62665552e+03, 2.67747343e-01
2.70380136e-02, 5.05491160e-02, 6.09115213e-02, 2.60122388e+03, 2.65045524e-01
2.70394757e-02, 5.05474918e-02, 6.18823953e-02, 2.57402222e+03, 2.62019962e-01
2.70409379e-02, 5.05458713e-02, 6.28532693e-02, 2.54549585e+03, 2.58672059e-01
2.70424020e-02, 5.05442470e-02, 6.38241470e-02, 2.51582983e+03, 2.54997671e-01
2.70438641e-02, 5.05426228e-02, 6.47950172e-02, 2.48500537e+03, 2.50997782e-01
2.70453282e-02, 5.05410023e-02, 6.57658949e-02, 2.45285425e+03, 2.46675998e-01
2.70467903e-02, 5.05393781e-02, 6.67367652e-02, 2.41931152e+03, 2.42058352e-01
2.70482544e-02, 5.05377576e-02, 6.77076429e-02, 2.38432568e+03, 2.37214461e-01
2.70497166e-02, 5.05361333e-02, 6.86785132e-02, 2.34734644e+03, 2.32205331e-01
2.70511787e-02, 5.05345091e-02, 6.96493909e-02, 2.30742627e+03, 2.27124959e-01
2.70526428e-02, 5.05328886e-02, 7.06202611e-02, 2.26324292e+03, 2.22115114e-01
2.70541050e-02, 5.05312644e-02, 7.15911388e-02, 2.21309937e+03, 2.17334747e-01
2.70555690e-02, 5.05296402e-02, 7.25620091e-02, 2.15545898e+03, 2.13075593e-01
2.70570312e-02, 5.05280197e-02, 7.35328868e-02, 2.08812891e+03, 2.09705099e-01
2.70584952e-02, 5.05263954e-02, 7.45037571e-02, 2.00646362e+03, 2.07547516e-01
2.70599574e-02, 5.05247749e-02, 7.54746348e-02, 1.90035657e+03, 2.06520915e-01
2.70614214e-02, 5.05231507e-02, 7.64455050e-02, 1.75428589e+03, 2.05205068e-01
2.70628836e-02, 5.05215265e-02, 7.74163827e-02, 1.56038464e+03, 2.00520754e-01
2.70643476e-02, 5.05199060e-02, 7.83872530e-02, 1.33459473e+03, 1.87780917e-01
2.70658098e-02, 5.05182818e-02, 7.93581307e-02, 1.12374023e+03, 1.61550060e-01
2.70672739e-02, 5.05166575e-02, 8.03290009e-02, 9.95572388e+02, 1.19936988e-01
2.70687360e-02, 5.05150370e-02, 8.12998787e-02, 1.00290515e+03, 7.97544345e-02
2.70702001e-02, 5.05134128e-02, 8.22707489e-02, 1.09314258e+03, 6.14851005e-02
2.70716622e-02, 5.05117886e-02, 8.32416266e-02, 1.17401025e+03, 6.45787045e-02
2.70731263e-02, 5.05101681e-02, 8.42124969e-02, 1.24200977e+03, 7.21045658e-02
2.70745903e-02, 5.05085438e-02, 8.51833746e-02, 1.30626599e+03, 7.63876885e-02
2.70760525e-02, 5.05069196e-02, 8.61542448e-02, 1.36405664e+03, 7.93303549e-02
2.70775165e-02, 5.05052991e-02, 8.71251225e-02, 1.41711377e+03, 7.98049346e-02
2.70789787e-02, 5.05036749e-02, 8.80959928e-02, 1.46015613e+03, 7.84499124e-02
2.70804428e-02, 5.05020507e-02, 8.90668705e-02, 1.48721716e+03, 7.52522498e-02
2.70819049e-02, 5.05004302e-02, 9.00377408e-02, 1.49012781e+03, 7.07516372e-02
2.70833690e-02, 5.04988059e-02, 9.10086185e-02, 1.47536243e+03, 6.52989224e-02
2.70848330e-02, 5.04971817e-02, 9.19794887e-02, 1.46260193e+03, 5.93802147e-02
2.70862952e-02, 5.04955612e-02, 9.29503664e-02, 1.45632861e+03, 5.32966368e-02
2.70877592e-02, 5.04939370e-02, 9.39212367e-02, 1.44678979e+03, 4.72654849e-02
2.70892233e-02, 5.04923128e-02, 9.48921144e-02, 1.43143225e+03, 4.15062532e-02
2.70906854e-02, 5.04906885e-02, 9.58629847e-02, 1.41130884e+03, 3.63548994e-02
2.70921495e-02, 5.04890680e-02, 9.68338624e-02, 1.38747302e+03, 3.20857838e-02
2.70936117e-02, 5.04874438e-02, 9.78047326e-02, 1.36033081e+03, 2.89675016e-02
2.70950757e-02, 5.04858196e-02, 9.87756103e-02, 1.32748792e+03, 2.69708093e-02
2.70965397e-02, 5.04841991e-02, 9.97464806e-02, 1.28366821e+03, 2.58297604e-02
2.70980019e-02, 5.04825749e-02, 1.00717358e-01, 1.23679053e+03, 2.53397971e-02
2.70994660e-02, 5.04809506e-02, 1.01688229e-01, 1.20102075e+03, 2.53340919e-02
2.71009300e-02, 5.04793264e-02, 1.02659106e-01, 1.17650110e+03, 2.56362539e-02
2.71023922e-02, 5.04777059e-02, 1.03629977e-01, 1.15651135e+03, 2.60871723e-02
2.71038562e-02, 5.04760817e-02, 1.04600854e-01, 1.13685657e+03, 2.65712123e-02
2.71053202e-02, 5.04744574e-02, 1.05571724e-01, 1.11648560e+03, 2.70135123e-02
2.71067824e-02, 5.04728332e-02, 1.06542602e-01, 1.09488525e+03, 2.73798537e-02
2.71082465e-02, 5.04712127e-02, 1.07513472e-01, 1.06969727e+03, 2.76388414e-02
2.71097105e-02, 5.04695885e-02, 1.08484350e-01, 1.04014539e+03, 2.77445298e-02
2.71111745e-02, 5.04679643e-02, 1.09455220e-01, 1.01038367e+03, 2.77249217e-02
2.71126367e-02, 5.04663400e-02, 1.10426098e-01, 9.84675720e+02, 2.76596621e-02
2.71141008e-02, 5.04647195e-02, 1.11396968e-01, 9.63442139e+02, 2.75756922e-02
2.71155648e-02, 5.04630953e-02, 1.12367846e-01, 9.45068359e+02, 2.74846274e-02
2.71170288e-02, 5.04614711e-02, 1.13338716e-01, 9.26372070e+02, 2.74327863e-02
2.71184910e-02, 5.04598469e-02, 1.14309594e-01, 9.04138916e+02, 2.74772514e-02
2.71199550e-02, 5.04582264e-02, 1.15280464e-01, 8.79378723e+02, 2.76218541e-02
2.71214191e-02, 5.04566021e-02, 1.16251342e-01, 8.54580750e+02, 2.78334972e-02
2.71228831e-02, 5.04549779e-02, 1.17222212e-01, 8.29109070e+02, 2.80293785e-02
2.71243453e-02, 5.04533537e-02, 1.18193090e-01, 8.02005859e+02, 2.80944705e-02
2.71258093e-02, 5.04517294e-02, 1.19163960e-01, 7.73655579e+02, 2.79345568e-02
2.71272734e-02, 5.04501089e-02, 1.20134838e-01, 7.52079346e+02, 2.75946558e-02
2.71287374e-02, 5.04484847e-02, 1.21105708e-01, 7.61395203e+02, 2.72669047e-02
2.71301996e-02, 5.04468605e-02, 1.22076586e-01, 8.31387146e+02, 2.72467230e-02
2.71316655e-02, 5.04452363e-02, 1.23047471e-01, 9.56534546e+02, 2.69583371e-02
2.71256752e-02, 5.04359677e-02, 1.24018319e-01, 3.56485321e+02, 5.37618816e-01
2.65907850e-02, 5.10916784e-02, 2.49891859e-02, 3.10525757e+03, 5.03984511e-01
2.65805423e-02, 5.10881022e-02, 2.40183156e-02, 3.16875195e+03, 5.38459480e-01
2.65921596e-02, 5.10897972e-02, 2.59600580e-02, 2.98816577e+03, 4.66827810e-01
2.65935306e-02, 5.10879196e-02, 2.69309320e-02, 2.93946533e+03, 4.53549981e-01
2.65949015e-02, 5.10860421e-02, 2.79018059e-02, 2.92519507e+03, 4.38385963e-01
2.65962724e-02, 5.10841608e-02, 2.88726799e-02, 2.89866284e+03, 4.27791804e-01
2.65976433e-02, 5.10822833e-02, 2.98435539e-02, 2.88202222e+03, 4.17741805e-01
2.65990142e-02, 5.10804057e-02, 3.08144279e-02, 2.86514307e+03, 4.09322530e-01
2.66003851e-02, 5.10785282e-02, 3.17853019e-02, 2.84992871e+03, 4.01328743e-01
2.66017560e-02, 5.10766469e-02, 3.27561758e-02, 2.83547363e+03, 3.94125938e-01
2.66031269e-02, 5.10747693e-02, 3.37270498e-02, 2.82172314e+03, 3.87242228e-01
2.66044997e-02, 5.10728918e-02, 3.46979238e-02, 2.80855664e+03, 3.80827099e-01
2.66058706e-02, 5.10710105e-02, 3.56687978e-02, 2.79659473e+03, 3.74755681e-01
2.66072415e-02, 5.10691330e-02, 3.66396718e-02, 2.78574121e+03, 3.69059831e-01
2.66086124e-02, 5.10672554e-02, 3.76105458e-02, 2.77618555e+03, 3.63693058e-01
2.66099833e-02, 5.10653742e-02, 3.85814197e-02, 2.76800269e+03, 3.58669847e-01
2.66113561e-02, 5.10634966e-02, 3.95522937e-02, 2.76128613e+03, 3.53976995e-01
2.66127270e-02, 5.10616153e-02, 4.05231677e-02, 2.75612915e+03, 3.49620789e-01
2.66140979e-02, 5.10597378e-02, 4.14940417e-02, 2.75253125e+03, 3.45595628e-01
2.66154706e-02, 5.10578565e-02, 4.24649157e-02, 2.75041919e+03, 3.41896802e-01
2.66168416e-02, 5.10559790e-02, 4.34357896e-02, 2.74974780e+03, 3.38515073e-01
2.66182125e-02, 5.10541014e-02, 4.44066636e-02, 2.75043555e+03, 3.35442215e-01
2.66195852e-02, 5.10522202e-02, 4.53775376e-02, 2.75237842e+03, 3.32664520e-01
2.66209561e-02, 5.10503426e-02, 4.63484116e-02, 2.75536841e+03, 3.30158353e-01
2.66223289e-02, 5.10484613e-02, 4.73192856e-02, 2.75920313e+03, 3.27900827e-01
2.66236998e-02, 5.10465801e-02, 4.82901596e-02, 2.76361743e+03, 3.25867325e-01
2.66250726e-02, 5.10447025e-02, 4.92610335e-02, 2.76822241e+03, 3.24023992e-01
2.66264435e-02, 5.10428213e-02, 5.02319075e-02, 2.77257202e+03, 3.22323233e-01
2.66278163e-02, 5.10409437e-02, 5.12027815e-02, 2.77632764e+03, 3.20733011e-01
2.66291872e-02, 5.10390624e-02, 5.21736555e-02, 2.77917236e+03, 3.19217324e-01
2.66305599e-02, 5.10371849e-02, 5.31445295e-02, 2.78082397e+03, 3.17724824e-01
2.66319327e-02, 5.10353036e-02, 5.41154034e-02, 2.78058105e+03, 3.16190243e-01
2.66333036e-02, 5.10334224e-02, 5.50862774e-02, 2.77768335e+03, 3.14540058e-01
2.66346764e-02, 5.10315448e-02, 5.60571514e-02, 2.77186060e+03, 3.12722236e-01
2.66360473e-02, 5.10296635e-02, 5.70280254e-02, 2.76280200e+03, 3.10687751e-01
2.66374201e-02, 5.10277823e-02, 5.79988994e-02, 2.75012915e+03, 3.08391750e-01
2.66387928e-02, 5.10259047e-02, 5.89697734e-02, 2.73364136e+03, 3.05777878e-01
2.66401656e-02, 5.10240234e-02, 5.99406473e-02, 2.71360889e+03, 3.02808762e-01
2.66415365e-02, 5.10221422e-02, 6.09115213e-02, 2.69053491e+03, 2.99471974e-01
2.66429093e-02, 5.10202609e-02, 6.18823953e-02, 2.66493457e+03, 2.95754462e-01
2.66442820e-02, 5.10183834e-02, 6.28532693e-02, 2.63734229e+03, 2.91653097e-01
2.66456548e-02, 5.10165021e-02, 6.38241395e-02, 2.60818408e+03, 2.87170947e-01
2.66470276e-02, 5.10146208e-02, 6.47950172e-02, 2.57758081e+03, 2.82308429e-01
2.66484004e-02, 5.10127395e-02, 6.57658875e-02, 2.54548804e+03, 2.77070254e-01
2.66497713e-02, 5.10108583e-02, 6.67367652e-02, 2.51200293e+03, 2.71490693e-01
2.66511440e-02, 5.10089770e-02, 6.77076355e-02, 2.47716968e+03, 2.65639126e-01
2.66525168e-02, 5.10070994e-02, 6.86785132e-02, 2.44074829e+03, 2.59593099e-01
2.66538896e-02, 5.10052182e-02, 6.96493834e-02, 2.40208472e+03, 2.53477871e-01
2.66552623e-02, 5.10033369e-02, 7.06202611e-02, 2.36004224e+03, 2.47455642e-01
2.66566351e-02, 5.10014556e-02, 7.15911314e-02, 2.31309497e+03, 2.41695940e-01
2.66580079e-02, 5.09995744e-02, 7.25620091e-02, 2.25943188e+03, 2.36470640e-01
2.66593806e-02, 5.09976931e-02, 7.35328794e-02, 2.19745923e+03, 2.32128844e-01
2.66607553e-02, 5.09958118e-02, 7.45037571e-02, 2.12509888e+03, 2.29060933e-01
2.66621280e-02, 5.09939305e-02, 7.54746273e-02, 2.03723804e+03, 2.27553084e-01
2.66635008e-02, 5.09920493e-02, 7.64455050e-02, 1.92141565e+03, 2.27035448e-01
2.66648736e-02, 5.09901680e-02, 7.74163753e-02, 1.76340894e+03, 2.25497335e-01
2.66662464e-02, 5.09882867e-02, 7.83872530e-02, 1.56047961e+03, 2.19084382e-01
2.66676191e-02, 5.09864055e-02, 7.93581232e-02, 1.33458533e+03, 2.03135550e-01
2.66689938e-02, 5.09845242e-02, 8.03290009e-02, 1.13480115e+03, 1.72520533e-01
2.66703665e-02, 5.09826429e-02, 8.12998712e-02, 1.02067291e+03, 1.29227325e-01
2.66717393e-02, 5.09807616e-02, 8.22707489e-02, 1.00728729e+03, 9.23972279e-02
2.66731121e-02, 5.09788804e-02, 8.32416192e-02, 1.04659094e+03, 8.12468603e-02
2.66744867e-02, 5.09769991e-02, 8.42124969e-02, 1.11130688e+03, 8.47038180e-02
2.66758595e-02, 5.09751141e-02, 8.51833671e-02, 1.18917700e+03, 8.87263194e-02
2.66772322e-02, 5.09732328e-02, 8.61542448e-02, 1.26487134e+03, 9.20261443e-02
2.66786069e-02, 5.09713516e-02, 8.71251151e-02, 1.33430396e+03, 9.24315155e-02
2.66799796e-02, 5.09694703e-02, 8.80959928e-02, 1.38943823e+03, 9.06631425e-02
2.66813543e-02, 5.09675890e-02, 8.90668631e-02, 1.42652112e+03, 8.68829265e-02
2.66827270e-02, 5.09657077e-02, 9.00377408e-02, 1.44432043e+03, 8.16471577e-02
2.66841017e-02, 5.09638228e-02, 9.10086185e-02, 1.45111230e+03, 7.52863139e-02
2.66854744e-02, 5.09619415e-02, 9.19794887e-02, 1.45633057e+03, 6.83435947e-02
2.66868491e-02, 5.09600602e-02, 9.29503664e-02, 1.45920520e+03, 6.12397455e-02
2.66882218e-02, 5.09581789e-02, 9.39212367e-02, 1.45505786e+03, 5.42965271e-02
2.66895965e-02, 5.09562939e-02, 9.48921144e-02, 1.44304578e+03, 4.77807783e-02
2.66909692e-02, 5.09544127e-02, 9.58629847e-02, 1.42443787e+03, 4.20090742e-02
2.66923439e-02, 5.09525314e-02, 9.68338624e-02, 1.40073987e+03, 3.72196175e-02
2.66937185e-02, 5.09506464e-02, 9.78047326e-02, 1.37279565e+03, 3.36256735e-02
2.66950913e-02, 5.09487651e-02, 9.87756103e-02, 1.33814087e+03, 3.11569441e-02
2.66964659e-02, 5.09468839e-02, 9.97464806e-02, 1.29192651e+03, 2.95593049e-02
2.66978405e-02, 5.09449989e-02, 1.00717358e-01, 1.24331543e+03, 2.86329817e-02
2.66992133e-02, 5.09431176e-02, 1.01688229e-01, 1.20648633e+03, 2.82281544e-02
2.67005879e-02, 5.09412326e-02, 1.02659106e-01, 1.18067346e+03, 2.81945150e-02
2.67019626e-02, 5.09393513e-02, 1.03629977e-01, 1.15911414e+03, 2.83754375e-02
2.67033372e-02, 5.09374663e-02, 1.04600854e-01, 1.13801111e+03, 2.86492147e-02
2.67047118e-02, 5.09355851e-02, 1.05571724e-01, 1.11652039e+03, 2.89289746e-02
2.67060865e-02, 5.09337038e-02, 1.06542602e-01, 1.09403772e+03, 2.91762017e-02
2.67074592e-02, 5.09318188e-02, 1.07513472e-01, 1.06814038e+03, 2.93517727e-02
2.67088339e-02, 5.09299338e-02, 1.08484350e-01, 1.03837012e+03, 2.93962918e-02
2.67102085e-02, 5.09280525e-02, 1.09455220e-01, 1.00898773e+03, 2.93258652e-02
2.67115831e-02, 5.09261675e-02, 1.10426098e-01, 9.83865173e+02, 2.92075817e-02
2.67129578e-02, 5.09242862e-02, 1.11396968e-01, 9.63246460e+02, 2.90598087e-02
2.67143324e-02, 5.09224012e-02, 1.12367846e-01, 9.45677246e+02, 2.89042611e-02
2.67157070e-02, 5.09205200e-02, 1.13338716e-01, 9.27587341e+02, 2.88006291e-02
2.67170817e-02, 5.09186350e-02, 1.14309594e-01, 9.05574036e+02, 2.88090296e-02
2.67184563e-02, 5.09167500e-02, 1.15280464e-01, 8.81493774e+02, 2.89204661e-02
2.67198309e-02, 5.09148687e-02, 1.16251342e-01, 8.57620178e+02, 2.90848352e-02
2.67212074e-02, 5.09129837e-02, 1.17222212e-01, 8.32530029e+02, 2.92141587e-02
2.67225821e-02, 5.09110987e-02, 1.18193090e-01, 8.05597229e+02, 2.91986316e-02
2.67239567e-02, 5.09092174e-02, 1.19163960e-01, 7.77602600e+02, 2.89611705e-02
2.67253313e-02, 5.09073325e-02, 1.20134838e-01, 7.56251465e+02, 2.85516828e-02
2.67267060e-02, 5.09054475e-02, 1.21105708e-01, 7.65324768e+02, 2.81652808e-02
2.67280824e-02, 5.09035662e-02, 1.22076586e-01, 8.34415466e+02, 2.80754119e-02
2.67294552e-02, 5.09016812e-02, 1.23047449e-01, 9.61606384e+02, 2.78226174e-02
2.67305691e-02, 5.08983880e-02, 1.24018319e-01, 3.59218048e+02, 5.58192313e-01
2.62235329e-02, 5.15948683e-02, 2.49891821e-02, 3.19421631e+03, 4.28996503e-01
2.62236185e-02, 5.15994690e-02, 2.40183156e-02, 3.27541431e+03, 4.60152179e-01
2.62249913e-02, 5.15928715e-02, 2.59600561e-02, 3.06070142e+03, 3.94456565e-01
2.62264498e-02, 5.15908711e-02, 2.69309301e-02, 3.01157788e+03, 3.83495808e-01
2.62279082e-02, 5.15888743e-02, 2.79018041e-02, 2.99526465e+03, 3.71678174e-01
2.62293667e-02, 5.15868738e-02, 2.88726781e-02, 2.96973169e+03, 3.63244593e-01
2.62308251e-02, 5.15848771e-02, 2.98435520e-02, 2.95471045e+03, 3.55582595e-01
2.62322854e-02, 5.15828766e-02, 3.08144260e-02, 2.93921094e+03, 3.49054873e-01
2.62337439e-02, 5.15808798e-02, 3.17853019e-02, 2.92542139e+03, 3.43009531e-01
2.62352023e-02, 5.15788794e-02, 3.27561758e-02, 2.91132935e+03, 3.37415606e-01
2.62366608e-02, 5.15768826e-02, 3.37270498e-02, 2.89804565e+03, 3.32118899e-01
2.62381192e-02, 5.15748821e-02, 3.46979238e-02, 2.88489160e+03, 3.27153772e-01
2.62395777e-02, 5.15728854e-02, 3.56687978e-02, 2.87285840e+03, 3.22436363e-01
2.62410361e-02, 5.15708849e-02, 3.66396718e-02, 2.86196069e+03, 3.18002492e-01
2.62424964e-02, 5.15688881e-02, 3.76105458e-02, 2.85199756e+03, 3.13800186e-01
2.62439549e-02, 5.15668876e-02, 3.85814197e-02, 2.84331567e+03, 3.09855819e-01
2.62454133e-02, 5.15648909e-02, 3.95522937e-02, 2.83601001e+03, 3.06165189e-01
2.62468718e-02, 5.15628904e-02, 4.05231677e-02, 2.83016943e+03, 3.02735984e-01
2.62483303e-02, 5.15608937e-02, 4.14940417e-02, 2.82587451e+03, 2.99564689e-01
2.62497887e-02, 5.15588932e-02, 4.24649157e-02, 2.82313037e+03, 2.96649605e-01
2.62512472e-02, 5.15568964e-02, 4.34357896e-02, 2.82180371e+03, 2.93983161e-01
2.62527056e-02, 5.15548997e-02, 4.44066636e-02, 2.82187476e+03, 2.91565567e-01
2.62541641e-02, 5.15528992e-02, 4.53775376e-02, 2.82327246e+03, 2.89389640e-01
2.62556225e-02, 5.15509024e-02, 4.63484116e-02, 2.82578271e+03, 2.87437022e-01
2.62570810e-02, 5.15489019e-02, 4.73192856e-02, 2.82923608e+03, 2.85691887e-01
2.62585394e-02, 5.15469052e-02, 4.82901596e-02, 2.83338062e+03, 2.84135848e-01
2.62599979e-02, 5.15449047e-02, 4.92610335e-02, 2.83793188e+03, 2.82747567e-01
2.62614563e-02, 5.15429080e-02, 5.02319075e-02, 2.84258325e+03, 2.81502217e-01
2.62629148e-02, 5.15409112e-02, 5.12027815e-02, 2.84699097e+03, 2.80369937e-01
2.62643732e-02, 5.15389107e-02, 5.21736555e-02, 2.85074121e+03, 2.79308498e-01
2.62658317e-02, 5.15369140e-02, 5.31445295e-02, 2.85373535e+03, 2.78286964e-01
2.62672901e-02, 5.15349172e-02, 5.41154034e-02, 2.85533398e+03, 2.77258843e-01
2.62687486e-02, 5.15329167e-02, 5.50862774e-02, 2.85474927e+03, 2.76159853e-01
2.62702052e-02, 5.15309200e-02, 5.60571514e-02, 2.85181763e+03, 2.74943739e-01
2.62716636e-02, 5.15289232e-02, 5.70280254e-02, 2.84629077e+03, 2.73569047e-01
2.62731221e-02, 5.15269227e-02, 5.79988994e-02, 2.83786890e+03, 2.71992445e-01
2.62745805e-02, 5.15249260e-02, 5.89697734e-02, 2.82631470e+03, 2.70168841e-01
2.62760390e-02, 5.15229292e-02, 5.99406473e-02, 2.81155347e+03, 2.68059999e-01
2.62774974e-02, 5.15209287e-02, 6.09115213e-02, 2.79363428e+03, 2.65635759e-01
2.62789559e-02, 5.15189320e-02, 6.18823953e-02, 2.77271265e+03, 2.62867749e-01
2.62804143e-02, 5.15169352e-02, 6.28532693e-02, 2.74913647e+03, 2.59739846e-01
2.62818709e-02, 5.15149347e-02, 6.38241395e-02, 2.72324390e+03, 2.56248116e-01
2.62833294e-02, 5.15129380e-02, 6.47950172e-02, 2.69524414e+03, 2.52390206e-01
2.62847878e-02, 5.15109412e-02, 6.57658875e-02, 2.66517603e+03, 2.48180524e-01
2.62862463e-02, 5.15089445e-02, 6.67367652e-02, 2.63340063e+03, 2.43633121e-01
2.62877047e-02, 5.15069440e-02, 6.77076355e-02, 2.60026416e+03, 2.38791451e-01
2.62891613e-02, 5.15049472e-02, 6.86785132e-02, 2.56554175e+03, 2.33752698e-01
2.62906197e-02, 5.15029505e-02, 6.96493834e-02, 2.52902173e+03, 2.28635088e-01
2.62920782e-02, 5.15009537e-02, 7.06202611e-02, 2.49006274e+03, 2.23595247e-01
2.62935366e-02, 5.14989533e-02, 7.15911314e-02, 2.44742334e+03, 2.18793347e-01
2.62949932e-02, 5.14969565e-02, 7.25620091e-02, 2.39914941e+03, 2.14456975e-01
2.62964517e-02, 5.14949597e-02, 7.35328794e-02, 2.34363428e+03, 2.10846618e-01
2.62979101e-02, 5.14929630e-02, 7.45037571e-02, 2.27985474e+03, 2.08269507e-01
2.62993667e-02, 5.14909662e-02, 7.54746273e-02, 2.20626270e+03, 2.07090095e-01
2.63008252e-02, 5.14889657e-02, 7.64455050e-02, 2.11669727e+03, 2.07326770e-01
2.63022836e-02, 5.14869690e-02, 7.74163753e-02, 1.99945728e+03, 2.08226070e-01
2.63037402e-02, 5.14849722e-02, 7.83872530e-02, 1.84320654e+03, 2.07801402e-01
2.63051987e-02, 5.14829755e-02, 7.93581232e-02, 1.64744006e+03, 2.03087375e-01
2.63066571e-02, 5.14809787e-02, 8.03290009e-02, 1.43389453e+03, 1.90281942e-01
2.63081137e-02, 5.14789782e-02, 8.12998712e-02, 1.24731104e+03, 1.68113858e-01
2.63095722e-02, 5.14769815e-02, 8.22707489e-02, 1.13075269e+03, 1.40213400e-01
2.63110287e-02, 5.14749847e-02, 8.32416192e-02, 1.08935754e+03, 1.15829997e-01
2.63124872e-02, 5.14729880e-02, 8.42124969e-02, 1.10218591e+03, 1.01794884e-01
2.63139457e-02, 5.14709912e-02, 8.51833671e-02, 1.14633838e+03, 9.57441032e-02
2.63154022e-02, 5.14689945e-02, 8.61542448e-02, 1.20395349e+03, 9.30633470e-02
2.63168607e-02, 5.14669977e-02, 8.71251151e-02, 1.26519910e+03, 9.11225751e-02
2.63183173e-02, 5.14650010e-02, 8.80959928e-02, 1.32114136e+03, 8.84912312e-02
2.63197757e-02, 5.14630042e-02, 8.90668631e-02, 1.36620984e+03, 8.45362991e-02
