cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,     temperature
        32,-1.899011404E-04,-7.538292557E-03, 1.063356027E-01, 3.912364987E+02
        33,-1.175453726E-04,-7.784674875E-03, 1.061556190E-01, 3.918003922E+02
        34,-1.177956947E-04,-7.682669908E-03, 1.065032184E-01, 3.913003033E+02
        35,-3.909833686E-05,-7.888226770E-03, 1.061134860E-01, 3.918221583E+02
        36,-3.918178845E-05,-7.786225062E-03, 1.065873504E-01, 3.913394883E+02
        37,-3.196068865E-04,-7.621116471E-03, 1.063276902E-01, 3.916170697E+02
        38,-2.748511615E-04,-7.679346949E-03, 1.062665582E-01, 3.917331798E+02
        39,-2.752587025E-04,-7.605951279E-03, 1.063561589E-01, 3.912149755E+02
        40,-1.959089568E-04,-7.783124689E-03, 1.061796993E-01, 3.917868408E+02
        41,-1.963261602E-04,-7.681116462E-03, 1.064701825E-01, 3.912861399E+02
        42,-1.172950142E-04,-7.886679843E-03, 1.061254740E-01, 3.918154734E+02
        43,-1.175453654E-04,-7.784674875E-03, 1.065707058E-01, 3.913323974E+02
        44,-3.909834049E-05,-7.888226770E-03, 1.066275463E-01, 3.913539069E+02
        45,-3.388144542E-04,-7.676897570E-03, 1.063100621E-01, 3.916685668E+02
        46,-3.196068865E-04,-7.621116471E-03, 1.063385978E-01, 3.911479911E+02
        47,-2.742692595E-04,-7.781445049E-03, 1.062155813E-01, 3.917666737E+02
        48,-2.748511615E-04,-7.679347415E-03, 1.064210683E-01, 3.912650398E+02
        49,-1.954916952E-04,-7.885132916E-03, 1.061491519E-01, 3.918021766E+02
        50,-1.959089423E-04,-7.783124689E-03, 1.065382212E-01, 3.913185559E+02
        51,-1.172950215E-04,-7.886678912E-03, 1.066113785E-01, 3.913470965E+02
        52,-3.667901328E-04,-7.777395193E-03, 1.062844172E-01, 3.917027699E+02
        53,-3.388144542E-04,-7.676897570E-03, 1.063623950E-01, 3.911991304E+02
        54,-2.736872702E-04,-7.883543149E-03, 1.061845422E-01, 3.917823652E+02
        55,-2.742692595E-04,-7.781445049E-03, 1.064898223E-01, 3.912979801E+02
        56,-1.954916952E-04,-7.885132916E-03, 1.065794304E-01, 3.913335529E+02
        57,-3.839037090E-04,-7.878535427E-03, 1.062687486E-01, 3.917190738E+02
        58,-3.667901328E-04,-7.777395193E-03, 1.063969880E-01, 3.912330482E+02
        59,-2.736872993E-04,-7.883543149E-03, 1.065317020E-01, 3.913133923E+02
        60,-3.839036799E-04,-7.878535427E-03, 1.064181104E-01, 3.912491910E+02
         1,-4.041837383E-05, 8.003105409E-03, 1.201329604E-01, 3.250412511E+02
         2,-1.209353140E-04, 7.997739129E-03, 1.201263070E-01, 3.250566124E+02
         3,-4.041837383E-05, 8.003105409E-03, 1.198653281E-01, 3.252916896E+02
         4,-2.005193383E-04, 7.988734171E-03, 1.201130971E-01, 3.250876098E+02
         5,-1.209353140E-04, 7.997739129E-03, 1.198719442E-01, 3.253071365E+02
         6,-2.786451078E-04, 7.976607420E-03, 1.200933158E-01, 3.251340774E+02
         7,-2.005193237E-04, 7.988734171E-03, 1.198850870E-01, 3.253383021E+02
         8,-3.709922312E-04, 7.954561152E-03, 1.200541183E-01, 3.251911480E+02
         9,-2.786451078E-04, 7.976607420E-03, 1.199047565E-01, 3.253850231E+02
        10,-3.709922312E-04, 7.954561152E-03, 1.199437603E-01, 3.254426464E+02
        11,-3.187679395E-04, 7.618477568E-03, 1.199903265E-01, 3.240036770E+02
        12,-3.398013650E-04, 7.676779293E-03, 1.199690998E-01, 3.241474526E+02
        13,-2.723423240E-04, 7.602381054E-03, 1.199745759E-01, 3.238430347E+02
        14,-3.187675029E-04, 7.618477568E-03, 1.200058162E-01, 3.237572361E+02
        15,-1.661261049E-04, 7.524652407E-03, 1.199937090E-01, 3.235528879E+02
        16,-3.689991718E-04, 7.777191699E-03, 1.199399754E-01, 3.242409855E+02
        17,-2.718747710E-04, 7.679438684E-03, 1.199163273E-01, 3.240032474E+02
        18,-3.398002591E-04, 7.676778827E-03, 1.200274900E-01, 3.239007557E+02
        19,-1.815869618E-04, 7.596408483E-03, 1.199350059E-01, 3.237835178E+02
        20,-2.076504024E-04, 7.569688838E-03, 1.199700013E-01, 3.237835178E+02
        21,-1.920540672E-04, 7.535997313E-03, 1.199936494E-01, 3.237835178E+02
        22,-2.723413345E-04, 7.602381054E-03, 1.200218126E-01, 3.235971976E+02
        23,-1.169540628E-04, 7.518772967E-03, 1.199862063E-01, 3.235072696E+02
        24,-1.661259448E-04, 7.524652407E-03, 1.200028583E-01, 3.233076079E+02
        25,-3.872859234E-04, 7.878251374E-03, 1.199222505E-01, 3.242849998E+02
        26,-2.712388232E-04, 7.781524677E-03, 1.198581606E-01, 3.241070302E+02
        27,-3.689977748E-04, 7.777192164E-03, 1.200572699E-01, 3.239941367E+02
        28,-1.942000526E-04, 7.681158837E-03, 1.198756918E-01, 3.239507127E+02
        29,-2.718720643E-04, 7.679438218E-03, 1.200807840E-01, 3.237571207E+02
        30,-1.167930677E-04, 7.580690086E-03, 1.199283376E-01, 3.237442115E+02
        31,-1.815849682E-04, 7.596408483E-03, 1.200620905E-01, 3.235378605E+02
        32,-1.919130591E-04, 7.562203798E-03, 1.200266778E-01, 3.235378605E+02
        33,-2.178556024E-04, 7.569486741E-03, 1.200220287E-01, 3.235378605E+02
        34,-3.899045259E-05, 7.513627876E-03, 1.199790239E-01, 3.234903380E+02
        35,-1.169537863E-04, 7.518772967E-03, 1.200107038E-01, 3.232621457E+02
        36,-2.706016821E-04, 7.883611135E-03, 1.198227480E-01, 3.241568358E+02
        37,-3.872853413E-04, 7.878250442E-03, 1.200755313E-01, 3.240380979E+02
        38,-1.937442721E-04, 7.783167996E-03, 1.198180467E-01, 3.240591750E+02
        39,-2.712358837E-04, 7.781525142E-03, 1.201397032E-01, 3.238607154E+02
        40,-1.165202484E-04, 7.682695519E-03, 1.198483557E-01, 3.239157242E+02
        41,-1.941969967E-04, 7.681158837E-03, 1.201219708E-01, 3.237047610E+02
        42,-3.893107714E-05, 7.582230028E-03, 1.199138761E-01, 3.237266231E+02
        43,-1.167916998E-04, 7.580689620E-03, 1.200690642E-01, 3.234986861E+02
        44,-3.899030344E-05, 7.513627410E-03, 1.200184152E-01, 3.232453522E+02
        45,-1.932876621E-04, 7.885176688E-03, 1.197831407E-01, 3.241119758E+02
        46,-2.706004598E-04, 7.883611135E-03, 1.201756224E-01, 3.239104326E+02
        47,-1.162467015E-04, 7.784700487E-03, 1.197911203E-01, 3.240271103E+02
        48,-1.937415218E-04, 7.783167996E-03, 1.201802045E-01, 3.238130278E+02
        49,-3.884012040E-05, 7.684232201E-03, 1.198342294E-01, 3.238992462E+02
        50,-1.165179783E-04, 7.682695519E-03, 1.201497093E-01, 3.236698924E+02
        51,-3.893051326E-05, 7.582230028E-03, 1.200839803E-01, 3.234811733E+02
        52,-1.159726453E-04, 7.886705920E-03, 1.197566390E-01, 3.240816099E+02
        53,-1.932865853E-04, 7.885176688E-03, 1.202154905E-01, 3.238657332E+02
        54,-3.874892354E-05, 7.786232978E-03, 1.197773442E-01, 3.240115632E+02
        55,-1.162447879E-04, 7.784700952E-03, 1.202074066E-01, 3.237810760E+02
        56,-3.883928730E-05, 7.684231736E-03, 1.201641262E-01, 3.236534753E+02
        57,-3.865755571E-05, 7.888235152E-03, 1.197432280E-01, 3.240665275E+02
        58,-1.159719104E-04, 7.886706851E-03, 1.202421784E-01, 3.238354757E+02
        59,-3.874823960E-05, 7.786233444E-03, 1.202213615E-01, 3.237655856E+02
        60,-3.865729741E-05, 7.888235152E-03, 1.202556938E-01, 3.238204486E+02
         1,-4.084598550E-05,-8.003079332E-03, 1.201329231E-01, 3.754488506E+02
         2,-1.222143474E-04,-7.997628301E-03, 1.201261207E-01, 3.754560140E+02
         3,-4.084598550E-05,-8.003079332E-03, 1.198653653E-01, 3.759494979E+02
         4,-2.026402653E-04,-7.988473400E-03, 1.201125979E-01, 3.754581421E+02
         5,-1.222143474E-04,-7.997628301E-03, 1.198721305E-01, 3.759566603E+02
         6,-2.815950720E-04,-7.976141758E-03, 1.200923622E-01, 3.754548586E+02
         7,-2.026402653E-04,-7.988473400E-03, 1.198855788E-01, 3.759587389E+02
         8,-3.713852493E-04,-7.954297587E-03, 1.200532988E-01, 3.762215056E+02
         9,-2.815950720E-04,-7.976141758E-03, 1.199057102E-01, 3.759553558E+02
        10,-3.713852493E-04,-7.954297587E-03, 1.199445650E-01, 3.767253008E+02
        11,-3.909834049E-05,-7.888226770E-03, 1.202556267E-01, 3.843381732E+02
        12,-1.172950215E-04,-7.886679843E-03, 1.202418134E-01, 3.843314183E+02
        13,-3.918179209E-05,-7.786224596E-03, 1.202213094E-01, 3.843239842E+02
        14,-3.909834049E-05,-7.888226770E-03, 1.197433099E-01, 3.848786286E+02
        15,-1.954916952E-04,-7.885132916E-03, 1.202145517E-01, 3.843180438E+02
        16,-1.175453726E-04,-7.784674875E-03, 1.202070937E-01, 3.843168262E+02
        17,-1.172950215E-04,-7.886679843E-03, 1.197570413E-01, 3.848717660E+02
        18,-3.926523277E-05,-7.684223354E-03, 1.201640964E-01, 3.842928818E+02
        19,-3.918178845E-05,-7.786225062E-03, 1.197774485E-01, 3.848646889E+02
        20,-2.736872702E-04,-7.883543149E-03, 1.201737970E-01, 3.842982887E+02
        21,-1.959089423E-04,-7.783124689E-03, 1.201793626E-01, 3.843029262E+02
        22,-1.954916952E-04,-7.885132916E-03, 1.197841689E-01, 3.848581780E+02
        23,-1.177956947E-04,-7.682669908E-03, 1.201494783E-01, 3.842851638E+02
        24,-1.175453726E-04,-7.784674875E-03, 1.197915822E-01, 3.848574029E+02
        25,-3.934865890E-05,-7.582221646E-03, 1.200839877E-01, 3.842456942E+02
        26,-3.926523277E-05,-7.684223354E-03, 1.198343486E-01, 3.848341066E+02
        27,-3.867709020E-04,-7.878365926E-03, 1.200744137E-01, 3.842371408E+02
        28,-2.742692595E-04,-7.781445049E-03, 1.201380417E-01, 3.842824703E+02
        29,-2.736872993E-04,-7.883543149E-03, 1.198247075E-01, 3.848381127E+02
        30,-1.963261457E-04,-7.681116462E-03, 1.201212779E-01, 3.842703716E+02
        31,-1.959089568E-04,-7.783124689E-03, 1.198191643E-01, 3.848432630E+02
        32,-1.180459803E-04,-7.580665406E-03, 1.200689524E-01, 3.842369712E+02
        33,-1.177956947E-04,-7.682669908E-03, 1.198488921E-01, 3.848261951E+02
        34,-3.940318129E-05,-7.513654884E-03, 1.200184971E-01, 3.841831840E+02
        35,-3.934865890E-05,-7.582222112E-03, 1.199140400E-01, 3.847874720E+02
        36,-3.694928600E-04,-7.777236402E-03, 1.200563759E-01, 3.842198975E+02
        37,-3.867708729E-04,-7.878366858E-03, 1.199235544E-01, 3.847760172E+02
        38,-2.748511615E-04,-7.679347415E-03, 1.200793460E-01, 3.842487023E+02
        39,-2.742692595E-04,-7.781445049E-03, 1.198602617E-01, 3.848224684E+02
        40,-1.835436560E-04,-7.596369367E-03, 1.200616434E-01, 3.842208068E+02
        41,-2.098744735E-04,-7.570134476E-03, 1.200265363E-01, 3.842208068E+02
        42,-1.934417669E-04,-7.536459714E-03, 1.200031713E-01, 3.842208068E+02
        43,-1.963261457E-04,-7.681116462E-03, 1.198769435E-01, 3.848111052E+02
        44,-1.181934495E-04,-7.518917322E-03, 1.200108752E-01, 3.841734328E+02
        45,-1.180459731E-04,-7.580664940E-03, 1.199289858E-01, 3.847786388E+02
        46,-3.940318129E-05,-7.513654884E-03, 1.199791804E-01, 3.847258856E+02
        47,-3.412995720E-04,-7.676750887E-03, 1.200268492E-01, 3.841836192E+02
        48,-3.694928600E-04,-7.777235936E-03, 1.199414954E-01, 3.847589060E+02
        49,-2.752736909E-04,-7.603316102E-03, 1.200215295E-01, 3.841972773E+02
        50,-2.748511615E-04,-7.679347415E-03, 1.199186519E-01, 3.847890409E+02
        51,-1.672348735E-04,-7.524808869E-03, 1.200031713E-01, 3.841550205E+02
        52,-1.835436560E-04,-7.596369367E-03, 1.199362576E-01, 3.847620833E+02
        53,-1.933155727E-04,-7.562175859E-03, 1.199711859E-01, 3.847620833E+02
        54,-2.195351553E-04,-7.569943089E-03, 1.199755445E-01, 3.847620833E+02
        55,-1.181934567E-04,-7.518916856E-03, 1.199867576E-01, 3.847156066E+02
        56,-3.211949079E-04,-7.619272918E-03, 1.200057343E-01, 3.841284036E+02
        57,-3.412995720E-04,-7.676751353E-03, 1.199708730E-01, 3.847228730E+02
        58,-2.752736909E-04,-7.603316102E-03, 1.199761704E-01, 3.847380912E+02
        59,-1.672348735E-04,-7.524808403E-03, 1.199944317E-01, 3.846968117E+02
        60,-3.211948788E-04,-7.619272918E-03, 1.199918762E-01, 3.846680177E+02
         1,-3.694035404E-04, 7.954009809E-03, 1.337126195E-01, 3.210099016E+02
         2,-2.784343960E-04, 7.975635119E-03, 1.337461025E-01, 3.209674692E+02
         3,-3.694035986E-04, 7.954009809E-03, 1.336029172E-01, 3.213004891E+02
         4,-2.003623231E-04, 7.987726480E-03, 1.337632686E-01, 3.209262184E+02
         5,-2.784343960E-04, 7.975635119E-03, 1.335580498E-01, 3.212567636E+02
         6,-1.208387839E-04, 7.996708155E-03, 1.337746978E-01, 3.208987596E+02
         7,-2.003623231E-04, 7.987726480E-03, 1.335349232E-01, 3.212150972E+02
         8,-4.038590123E-05, 8.002064191E-03, 1.337804198E-01, 3.208852326E+02
         9,-1.208387839E-04, 7.996708155E-03, 1.335194558E-01, 3.211873568E+02
        10,-4.038590123E-05, 8.002064191E-03, 1.335116327E-01, 3.211736830E+02
        11,-3.851525253E-04, 7.878375240E-03, 1.337306201E-01, 3.198935045E+02
        12,-2.705489460E-04, 7.883612998E-03, 1.338159442E-01, 3.197768460E+02
        13,-3.668593708E-04, 7.777317427E-03, 1.337146908E-01, 3.198506379E+02
        14,-3.851531364E-04, 7.878376171E-03, 1.335785538E-01, 3.201835718E+02
        15,-1.932497544E-04, 7.885177620E-03, 1.338506192E-01, 3.197357798E+02
        16,-2.705501392E-04, 7.883612998E-03, 1.334645301E-01, 3.200660089E+02
        17,-2.710812259E-04, 7.781531196E-03, 1.337846518E-01, 3.197288536E+02
        18,-3.375704691E-04, 7.676910609E-03, 1.336887181E-01, 3.197602963E+02
        19,-3.668607969E-04, 7.777317427E-03, 1.335992515E-01, 3.201406182E+02
        20,-1.159498206E-04, 7.886706851E-03, 1.338738352E-01, 3.197079833E+02
        21,-1.932508458E-04, 7.885177620E-03, 1.334180981E-01, 3.200246385E+02
        22,-1.936310146E-04, 7.783170324E-03, 1.338198632E-01, 3.196849740E+02
        23,-2.710841363E-04, 7.781531662E-03, 1.335058957E-01, 3.200178788E+02
        24,-2.716140880E-04, 7.679449394E-03, 1.337333173E-01, 3.196290242E+02
        25,-3.170971177E-04, 7.620038465E-03, 1.336704046E-01, 3.196218223E+02
        26,-3.375715169E-04, 7.676910143E-03, 1.336332858E-01, 3.200500409E+02
        27,-3.864993414E-05, 7.888236083E-03, 1.338855773E-01, 3.196942038E+02
        28,-1.159505555E-04, 7.886706851E-03, 1.333870143E-01, 3.199966352E+02
        29,-1.161784967E-04, 7.784702349E-03, 1.338435113E-01, 3.196555879E+02
        30,-1.936337649E-04, 7.783170324E-03, 1.334589273E-01, 3.199736783E+02
        31,-1.940126822E-04, 7.681162562E-03, 1.337690800E-01, 3.195806773E+02
        32,-2.716167073E-04, 7.679449394E-03, 1.335739195E-01, 3.199177484E+02
        33,-2.719954646E-04, 7.604626007E-03, 1.336836815E-01, 3.194749708E+02
        34,-3.170974378E-04, 7.620038465E-03, 1.336573362E-01, 3.199111795E+02
        35,-3.872614980E-05, 7.786233909E-03, 1.338556260E-01, 3.196413878E+02
        36,-3.865019607E-05, 7.888235152E-03, 1.333712637E-01, 3.199827509E+02
        37,-1.161804103E-04, 7.784701884E-03, 1.334273666E-01, 3.199440744E+02
        38,-1.164074129E-04, 7.682697382E-03, 1.337931752E-01, 3.195485385E+02
        39,-1.940156799E-04, 7.681162562E-03, 1.335263550E-01, 3.198690573E+02
        40,-1.813587151E-04, 7.596412674E-03, 1.337168664E-01, 3.194198624E+02
        41,-1.885433448E-04, 7.562270854E-03, 1.336872131E-01, 3.194198624E+02
        42,-2.144464524E-04, 7.571065798E-03, 1.336844116E-01, 3.194198624E+02
        43,-2.719963959E-04, 7.604626007E-03, 1.336396635E-01, 3.197632259E+02
        44,-3.880243821E-05, 7.684232667E-03, 1.338056922E-01, 3.195334987E+02
        45,-3.872683010E-05, 7.786233909E-03, 1.334111840E-01, 3.199297643E+02
        46,-1.164096611E-04, 7.682697847E-03, 1.334943473E-01, 3.198366811E+02
        47,-1.166367510E-04, 7.580693346E-03, 1.337228566E-01, 3.193836816E+02
        48,-1.813606214E-04, 7.596412674E-03, 1.335957497E-01, 3.197077436E+02
        49,-2.073648939E-04, 7.571205497E-03, 1.336350888E-01, 3.197077436E+02
        50,-1.886546379E-04, 7.537575904E-03, 1.336611360E-01, 3.197077436E+02
        51,-1.627598831E-04, 7.525967434E-03, 1.336676329E-01, 3.191976943E+02
        52,-3.887887215E-05, 7.582230959E-03, 1.337357908E-01, 3.193677719E+02
        53,-3.880326403E-05, 7.684232667E-03, 1.334777623E-01, 3.198215199E+02
        54,-1.166380534E-04, 7.580692880E-03, 1.335879266E-01, 3.196712910E+02
        55,-1.167682931E-04, 7.520672400E-03, 1.336738169E-01, 3.191557012E+02
        56,-1.627599995E-04, 7.525967434E-03, 1.336611807E-01, 3.194849120E+02
        57,-3.892751920E-05, 7.515562698E-03, 1.336804777E-01, 3.191412929E+02
        58,-3.887941421E-05, 7.582230959E-03, 1.335709691E-01, 3.196552300E+02
        59,-1.167685186E-04, 7.520672400E-03, 1.336531639E-01, 3.194425852E+02
        60,-3.892765744E-05, 7.515562233E-03, 1.336446851E-01, 3.194279255E+02
         1,-4.081647057E-05,-8.002039976E-03, 1.337803602E-01, 3.672655763E+02
         2,-1.221267012E-04,-7.996600121E-03, 1.337744147E-01, 3.672720694E+02
         3,-4.081647421E-05,-8.002039976E-03, 1.335116327E-01, 3.678353208E+02
         4,-2.024971182E-04,-7.987470366E-03, 1.337626278E-01, 3.672738481E+02
         5,-1.221266866E-04,-7.996600121E-03, 1.335195601E-01, 3.678419092E+02
         6,-2.814006875E-04,-7.975175045E-03, 1.337449700E-01, 3.672705684E+02
         7,-2.024971182E-04,-7.987471297E-03, 1.335352957E-01, 3.678438306E+02
         8,-3.702034301E-04,-7.953727618E-03, 1.337115318E-01, 3.679684542E+02
         9,-2.814006584E-04,-7.975174114E-03, 1.335588545E-01, 3.678407369E+02
        10,-3.702034301E-04,-7.953728549E-03, 1.336034685E-01, 3.685428709E+02
        11,-3.909834049E-05,-7.888226770E-03, 1.338854879E-01, 3.754786644E+02
        12,-1.172950215E-04,-7.886679843E-03, 1.338734478E-01, 3.754721452E+02
        13,-3.918179209E-05,-7.786224596E-03, 1.338555515E-01, 3.754638148E+02
        14,-3.909834049E-05,-7.888226770E-03, 1.333713382E-01, 3.760951041E+02
        15,-1.954916952E-04,-7.885132916E-03, 1.338496506E-01, 3.754592513E+02
        16,-1.175453726E-04,-7.784674875E-03, 1.338431537E-01, 3.754568679E+02
        17,-1.172950215E-04,-7.886679843E-03, 1.333874315E-01, 3.760886314E+02
        18,-3.926523277E-05,-7.684223354E-03, 1.338056475E-01, 3.754317505E+02
        19,-3.918178845E-05,-7.786225062E-03, 1.334112883E-01, 3.760802260E+02
        20,-2.736872702E-04,-7.883543149E-03, 1.338140965E-01, 3.754402529E+02
        21,-1.959089423E-04,-7.783124689E-03, 1.338189542E-01, 3.754434236E+02
        22,-1.954917097E-04,-7.885132916E-03, 1.334191710E-01, 3.760758484E+02
        23,-1.177956947E-04,-7.682669908E-03, 1.337928921E-01, 3.754241561E+02
        24,-1.175453726E-04,-7.784674875E-03, 1.334278286E-01, 3.760733288E+02
        25,-3.934866254E-05,-7.582221646E-03, 1.337357461E-01, 3.753830562E+02
        26,-3.926523277E-05,-7.684223354E-03, 1.334778816E-01, 3.760480866E+02
        27,-3.851613437E-04,-7.878461853E-03, 1.337293088E-01, 3.753825822E+02
        28,-2.742692595E-04,-7.781445049E-03, 1.337829232E-01, 3.754237077E+02
        29,-2.736872702E-04,-7.883543149E-03, 1.334666014E-01, 3.760570089E+02
        30,-1.963261457E-04,-7.681116462E-03, 1.337682903E-01, 3.754097412E+02
        31,-1.959089568E-04,-7.783124689E-03, 1.334601194E-01, 3.760600022E+02
        32,-1.180459803E-04,-7.580665406E-03, 1.337226331E-01, 3.753744905E+02
        33,-1.177956947E-04,-7.682669908E-03, 1.334949136E-01, 3.760405549E+02
        34,-3.940159513E-05,-7.515600417E-03, 1.336805224E-01, 3.753187840E+02
        35,-3.934865890E-05,-7.582222112E-03, 1.335711479E-01, 3.759992699E+02
        36,-3.677413333E-04,-7.777339779E-03, 1.337135732E-01, 3.753645081E+02
        37,-3.851613437E-04,-7.878461853E-03, 1.335797310E-01, 3.759996783E+02
        38,-2.748511615E-04,-7.679347415E-03, 1.337317079E-01, 3.753887440E+02
        39,-2.742692595E-04,-7.781445514E-03, 1.335082203E-01, 3.760404527E+02
        40,-1.835436560E-04,-7.596369367E-03, 1.337162703E-01, 3.753585529E+02
        41,-2.098666155E-04,-7.571736351E-03, 1.336869001E-01, 3.753585529E+02
        42,-1.902248478E-04,-7.538124919E-03, 1.336677819E-01, 3.753585529E+02
        43,-1.963261602E-04,-7.681116462E-03, 1.335277408E-01, 3.760262761E+02
        44,-1.181886910E-04,-7.520856336E-03, 1.336738765E-01, 3.753087013E+02
        45,-1.180459731E-04,-7.580664940E-03, 1.335886419E-01, 3.759907926E+02
        46,-3.940159149E-05,-7.515600417E-03, 1.336448342E-01, 3.759348964E+02
        47,-3.393522929E-04,-7.676865906E-03, 1.336878240E-01, 3.753268557E+02
        48,-3.677413333E-04,-7.777339779E-03, 1.336007416E-01, 3.759816164E+02
        49,-2.752600703E-04,-7.605710067E-03, 1.336831748E-01, 3.753355631E+02
        50,-2.748511615E-04,-7.679347415E-03, 1.335765421E-01, 3.760054641E+02
        51,-1.640216069E-04,-7.526162546E-03, 1.336677819E-01, 3.752904202E+02
        52,-1.835436560E-04,-7.596369367E-03, 1.335971504E-01, 3.759750247E+02
        53,-1.901065116E-04,-7.562239189E-03, 1.336363256E-01, 3.759750247E+02
        54,-2.163182362E-04,-7.571608294E-03, 1.336397231E-01, 3.759750247E+02
        55,-1.181886983E-04,-7.520855870E-03, 1.336537004E-01, 3.759249272E+02
        56,-3.198134946E-04,-7.620944176E-03, 1.336700320E-01, 3.752696342E+02
        57,-3.393522929E-04,-7.676865906E-03, 1.336351186E-01, 3.759439723E+02
        58,-2.752600412E-04,-7.605710533E-03, 1.336413026E-01, 3.759522488E+02
        59,-1.640215778E-04,-7.526162546E-03, 1.336618215E-01, 3.759068513E+02
        60,-3.198134946E-04,-7.620944176E-03, 1.336588413E-01, 3.758867577E+02
         1,-2.423664118E-04, 7.937987335E-03, 1.476244479E-01, 3.179621299E+02
         2,-1.941087394E-04, 7.944271900E-03, 1.476301998E-01, 3.179244688E+02
         3,-2.423664555E-04, 7.937987335E-03, 1.475401670E-01, 3.182761138E+02
         4,-1.170116957E-04, 7.952221669E-03, 1.476369053E-01, 3.178991982E+02
         5,-1.941088703E-04, 7.944271900E-03, 1.473906636E-01, 3.182385808E+02
         6,-3.909797306E-05, 7.957114838E-03, 1.476401687E-01, 3.178864746E+02
         7,-1.170119504E-04, 7.952221669E-03, 1.472235173E-01, 3.182133159E+02
         8,-2.638982005E-05, 7.964671589E-03, 1.473169476E-01, 3.182004910E+02
         9,-5.213084296E-05, 7.951659150E-03, 1.470133364E-01, 3.182004910E+02
        10,-2.574102109E-05, 7.940833457E-03, 1.467082053E-01, 3.183522579E+02
        11,-2.419817611E-04, 7.908818312E-03, 1.476243883E-01, 3.174916410E+02
        12,-1.802693732E-04, 7.902435027E-03, 1.476380229E-01, 3.174524483E+02
        13,-2.020655083E-04, 7.868004031E-03, 1.476290971E-01, 3.174524483E+02
        14,-2.278202592E-04, 7.875096984E-03, 1.476242840E-01, 3.174524483E+02
        15,-2.419818047E-04, 7.908817381E-03, 1.475401074E-01, 3.182417627E+02
        16,-1.159263556E-04, 7.886707783E-03, 1.476468146E-01, 3.174259094E+02
        17,-1.802701736E-04, 7.902435027E-03, 1.471903473E-01, 3.182073088E+02
        18,-2.061065752E-04, 7.875527255E-03, 1.474165469E-01, 3.182073088E+02
        19,-2.021613764E-04, 7.841604762E-03, 1.474975795E-01, 3.182073088E+02
        20,-1.764560002E-04, 7.813711651E-03, 1.476257741E-01, 3.174016038E+02
        21,-3.864187238E-05, 7.888236083E-03, 1.476537138E-01, 3.174128498E+02
        22,-1.288290514E-04, 7.869452238E-03, 1.470596194E-01, 3.181840550E+02
        23,-1.055917819E-04, 7.903911173E-03, 1.468793154E-01, 3.181840550E+02
        24,-7.985410775E-05, 7.901518606E-03, 1.468017250E-01, 3.181840550E+02
        25,-1.031681386E-04, 7.801959291E-03, 1.476345509E-01, 3.173733761E+02
        26,-1.066726691E-04, 7.767890114E-03, 1.476261169E-01, 3.173733761E+02
        27,-1.324639888E-04, 7.780581713E-03, 1.476256847E-01, 3.173733761E+02
        28,-1.764566259E-04, 7.813711651E-03, 1.474974900E-01, 3.181669669E+02
        29,-3.870320143E-05, 7.786234375E-03, 1.476359069E-01, 3.173597931E+02
        30,-3.864516111E-05, 7.876571268E-03, 1.468248069E-01, 3.181725913E+02
        31,-7.981281669E-05, 7.935519330E-03, 1.467093974E-01, 3.184154567E+02
        32,-1.031694628E-04, 7.801959291E-03, 1.472736299E-01, 3.181423718E+02
        33,-1.290010405E-04, 7.780650631E-03, 1.474853158E-01, 3.181423718E+02
        34,-1.067227568E-04, 7.747091353E-03, 1.476086676E-01, 3.181423718E+02
        35,-8.093302313E-05, 7.733025122E-03, 1.476211697E-01, 3.172656930E+02
        36,-3.873510650E-05, 7.730342913E-03, 1.476223171E-01, 3.172509511E+02
        37,-3.870371802E-05, 7.786234375E-03, 1.472376287E-01, 3.181304990E+02
        38,-3.861419100E-05, 7.927571423E-03, 1.467083395E-01, 3.184081035E+02
        39,-8.093308134E-05, 7.733025122E-03, 1.476086229E-01, 3.180569053E+02
        40,-3.873515379E-05, 7.730342913E-03, 1.475779265E-01, 3.180442113E+02
         1,-3.954012209E-05,-7.957110181E-03, 1.476400793E-01, 3.585089764E+02
         2,-1.183361965E-04,-7.952171378E-03, 1.476365924E-01, 3.585141377E+02
         3,-2.668278466E-05,-7.964670658E-03, 1.473168880E-01, 3.590709406E+02
         4,-5.272034832E-05,-7.951651700E-03, 1.470132023E-01, 3.590709406E+02
         5,-1.963075920E-04,-7.944106124E-03, 1.476295739E-01, 3.585142184E+02
         6,-1.183364002E-04,-7.952170447E-03, 1.472259611E-01, 3.590761777E+02
         7,-2.603756548E-05,-7.940827869E-03, 1.467081308E-01, 3.596352231E+02
         8,-2.444860875E-04,-7.937820628E-03, 1.476236731E-01, 3.585089384E+02
         9,-1.963076647E-04,-7.944106124E-03, 1.473966390E-01, 3.590763452E+02
        10,-2.444861166E-04,-7.937820628E-03, 1.475444883E-01, 3.590711608E+02
        11,-3.909781663E-05,-7.888226770E-03, 1.476536244E-01, 3.660351428E+02
        12,-1.172941629E-04,-7.886678912E-03, 1.476464868E-01, 3.660284816E+02
        13,-3.918129732E-05,-7.786224596E-03, 1.476358324E-01, 3.660200415E+02
        14,-3.910093801E-05,-7.876969874E-03, 1.468254626E-01, 3.666386776E+02
        15,-1.823749044E-04,-7.902392186E-03, 1.476373523E-01, 3.660153293E+02
