"report-file-0"
"Iteration" "cs-temp etc.."
("Iteration" "cs-temp" "max-temp" "cs-htc" "p-in")
262 614.5596132329589 887.0465087890625 28922.63665917657 9893304.472998645
263 614.5581195739051 887.0447998046875 28923.03206075626 9893304.488162596
264 614.5567071122234 887.043212890625 28923.41014652583 9893304.508915188
265 614.5553730580102 887.0416259765625 28923.7637980061 9893304.543655954
266 614.554142134984 887.0401611328125 28924.08847425367 9893304.635586346
267 614.5529889780576 887.0387573242188 28924.38804482369 9893304.689509448
268 614.5520602430948 887.0376586914063 28924.63653353397 9893304.766940922
269 614.5512313601994 887.03662109375 28924.87334811976 9893304.911662957
270 614.5505114744982 887.0357055664063 28925.07557106559 9893305.038508905
271 614.5498870044059 887.034912109375 28925.25547926632 9893305.218488207
272 614.5493148394302 887.0341796875 28925.42084067046 9893305.44782304
273 614.548787154813 887.033447265625 28925.57008248282 9893305.701735912
274 614.5482666685434 887.0328369140625 28925.72096406376 9893305.963659961
275 614.5476354980067 887.0321044921875 28925.90133598871 9893306.256627643
276 614.546976353752 887.0313110351563 28926.09303256735 9893306.674680509
277 614.5460217286267 887.0303344726563 28926.35436103511 9893307.419150019
278 614.5450679833849 887.029296875 28926.62526422912 9893307.761053575
279 614.543934723358 887.028076171875 28926.94836159293 9893308.035509229
280 614.5427724646041 887.0269165039063 28927.27979821835 9893308.314893242
281 614.5413970872401 887.0254516601563 28927.66876673897 9893308.459561342
282 614.5401147181658 887.0240478515625 28928.01684091395 9893308.587354347
283 614.5387503643936 887.0225219726563 28928.39574667314 9893308.706971746
284 614.5375983577319 887.021240234375 28928.70393180416 9893308.875130789
285 614.5364679708503 887.0199584960938 28929.01861365799 9893309.087410979
286 614.5353958530269 887.0186767578125 28929.30525932502 9893309.298945816
287 614.5342546553874 887.0173950195313 28929.59797330545 9893309.699485872
288 614.5331554265467 887.01611328125 28929.87643795178 9893309.938180646
289 614.5318695166276 887.0146484375 28930.18420855022 9893310.664891347
290 614.5304525244198 887.0130004882813 28930.52286452212 9893311.298089955
291 614.5291344858324 887.0115356445313 28930.8430732066 9893311.451230854
292 614.5278140417263 887.0101318359375 28931.19004225589 9893311.572134217
293 614.5263709533739 887.008544921875 28931.57400036222 9893311.819954913
294 614.5248042298427 887.0068359375 28931.97491684013 9893311.899777861
295 614.5232302985348 887.0050659179688 28932.35707770584 9893312.03732764
296 614.5216733814297 887.0032958984375 28932.73634533826 9893312.089666279
297 614.520221826077 887.0015869140625 28933.0832799805 9893312.134956909
298 614.5189358011362 887.0000610351563 28933.39507718439 9893312.188585579
299 614.5177012558493 886.9986572265625 28933.69606946822 9893312.271516988
300 614.5166873006124 886.9974365234375 28933.94235928296 9893312.393620649
301 614.5156144448694 886.9961547851563 28934.21066189395 9893312.495441323
302 614.514771271222 886.9951171875 28934.40865621043 9893312.66801727
303 614.5139621102428 886.994140625 28934.61493786029 9893312.786020841
304 614.5129256395119 886.992919921875 28934.86020080209 9893313.64732405
305 614.5121865400063 886.9920654296875 28935.03304378322 9893313.81932931
306 614.5113213338129 886.9910278320313 28935.25804335213 9893314.015318718
307 614.5104661794718 886.9900512695313 28935.46906792166 9893314.296049101
308 614.5096461850154 886.9890747070313 28935.68063776739 9893314.50149768
309 614.508832726237 886.9881591796875 28935.8944260526 9893314.692004174
310 614.5079113695055 886.9871215820313 28936.13946734741 9893314.866207628
311 614.507034064433 886.9861450195313 28936.36392648339 9893315.021545706
312 614.5060716133453 886.985107421875 28936.61857005902 9893315.302529063
313 614.505198671625 886.984130859375 28936.84990380618 9893315.462499818
314 614.5040149678339 886.9828491210938 28937.14810235406 9893315.593361398
